File Number,First Data,Difference,Log Difference
41,1.84623380142379801365759714917577816,0.1849896660804122430865127164846644220101210368612,-1.6874553144887844968735635120538063347339630126953125
42,1.84623360256584832204538813234144957,0.1849894672224625514743036996503358320101210368612,-1.6874563894572449651576562246191315352916717529296875
43,1.84623342170716228880081984703567645,0.1849892863637765182297354143445627120101210368612,-1.6874573671279045061766055368934758007526397705078125
44,1.84623325685587014815623350825873953,0.1849891215124843775851490755676257920101210368612,-1.6874582582679746867171388657880015671253204345703125
45,1.84623310627894680856830090537507898,0.1849889709355610379972164726839652420101210368612,-1.687459072245485192098612969857640564441680908203125
46,1.84623296846379224929494622812455269,0.1849888331204064787238617954334389520101210368612,-1.6874598172369579263119021561578847467899322509765625
47,1.84623284208619508927230243717089617,0.1849887067428093187012180044797824320101210368612,-1.68746050040057493646372677176259458065032958984375
48,1.84623272598351027920109504623982615,0.1849885906401245086300106135487124120101210368612,-1.687461128021164658008501646691001951694488525390625
49,1.84623261913211506372895132486494872,0.1849884837887292931578668921738349820101210368612,-1.687461705632063324600267151254229247570037841796875
50,1.84623252062839037960459952446308997,0.1849883852850046090335150917719762320101210368612,-1.6874622381179180674592998911975882947444915771484375
51,1.84623242967261925191022238190940021,0.1849882943292334813391379492182864720101210368612,-1.6874627298017248477890461799688637256622314453125
52,1.84623234555530824964465168482053444,0.1849882102119224790735672521294207020101210368612,-1.6874631845187675338593180640600621700286865234375
53,1.84623226764552929326770024299704599,0.1849881323021435226966158103059322520101210368612,-1.68746360567963638033006645855493843555450439453125
54,1.84623219538095213575692724360624248,0.1849880600375663651858428109151287420101210368612,-1.6874639963241084839040695442236028611660003662109375
55,1.84623212825929655717730105417868125,0.1849879929159107866062166214875675120101210368612,-1.6874643591673523790319677573279477655887603759765625
56,1.84623206583098072678450156230666445,0.1849879304875949562134171296155507120101210368612,-1.68746469663966802698951141792349517345428466796875
57,1.84623200769278062993949091076950075,0.1849878723493948593684064780783870120101210368612,-1.6874650109207622872276033376692794263362884521484375
58,1.84623195348234675011923557964435564,0.1849878181389609795481511469532419020101210368612,-1.687465303969388319416111698956228792667388916015625
59,1.84623190287344976594575665147227006,0.1849877675300639953746722187811563220101210368612,-1.687465577549045914196312878630124032497406005859375
60,1.84623185557184799283458075860063939,0.1849877202284622222634963259095256520101210368612,-1.6874658332503198465701643726788461208343505859375
61,1.84623181131168655693046684024687015,0.1849876759683007863593824075557564120101210368612,-1.6874660725103456382356625908869318664073944091796875
62,1.84623176985235254086035857253686365,0.1849876345089667702892741398457499120101210368612,-1.6874662966298090704952983287512324750423431396484375
63,1.84623173097572214891506569322969962,0.1849875956323363783439812605385858820101210368612,-1.687466506787826059365897890529595315456390380859375
64,1.84623169448374575373546771576644121,0.1849875591403599831643832830753274720101210368612,-1.6874667040549991003928198551875539124011993408203125
65,1.84623166019632486910957597069125724,0.1849875248529390985384915380001435020101210368612,-1.68746688940489075747564129414968192577362060546875
66,1.84623162794944193572921862535920006,0.1849874926060561651581341926680863220101210368612,-1.6874670637241362403102584721636958420276641845703125
67,1.84623159759350954471604426590102293,0.1849874622501237741449598332099091920101210368612,-1.6874672278213649345701696802279911935329437255859375
68,1.84623156899191054903802341396742253,0.1849874336485247784669389812763087920101210368612,-1.6874673824350931994331403984688222408294677734375
69,1.84623154201970458171539404876529364,0.1849874066763188111443096160741799020101210368612,-1.6874675282407156640118728319066576659679412841796875
70,1.84623151656247993954832164752609803,0.1849873812190941689772372148349842920101210368612,-1.68746766585671270632929008570499718189239501953125
71,1.84623149251533270658735972301957976,0.1849873571719469360162752903284660220101210368612,-1.687467795850167373572503493051044642925262451171875
72,1.84623146978195746872091552685196732,0.1849873344385716981498310941608535820101210368612,-1.6874679187416827819134823585045523941516876220703125
73,1.84623144827383608050253617244602561,0.1849873129304503099314517397549118720101210368612,-1.6874680350097650549656691509881056845188140869140625
74,1.84623142790951274634517481976204252,0.1849872925661269757740903870709287820101210368612,-1.687468145094744187417745706625282764434814453125
75,1.84623140861394521911601871359123982,0.1849872732705594485449342809001260820101210368612,-1.6874682494022794632115846980013884603977203369140625
76,1.84623139031792324042427050308645741,0.1849872549745374698531860703953436720101210368612,-1.6874683483065042732818028525798581540584564208984375
77,1.84623137295754648222671969787044135,0.1849872376141607116556352651793276120101210368612,-1.6874684421528483024843581006280146539211273193359375
78,1.84623135647375522696586231131074816,0.1849872211303694563947778786196344220101210368612,-1.6874685312605739451186082078493200242519378662109375
79,1.84623134081190786691514286249407628,0.1849872054685220963440584298029625420101210368612,-1.6874686159250600336889647223870269954204559326171875
80,1.84623132592140003256611104059856619,0.1849871905780142619950266079074524520101210368612,-1.687468696419861746704782490269280970096588134765625
81,1.84623131175532079144578333997784775,0.1849871764119350208746989072867340120101210368612,-1.68746877299856823384516246733255684375762939453125
82,1.84623129827014190678214523415962780,0.1849871629267561362110608014685140620101210368612,-1.6874688458964828274844194311299361288547515869140625
83,1.84623128542543662185007030329588225,0.1849871500820508512789858706047685120101210368612,-1.6874689153321427159681888952036388218402862548828125
84,1.84623127318362485071843456936590495,0.1849871378402390801473501366747912120101210368612,-1.687468981508696952431591853382997214794158935546875
85,1.84623126150974201805031992492832908,0.1849871261663562474792354922372153420101210368612,-1.6874690446151558997911479309550486505031585693359375
86,1.84623125037122910687190140369763724,0.1849871150278433363008169710065235020101210368612,-1.6874691048275256566313373696175403892993927001953125
87,1.84623123973774175003651467902196722,0.1849871043943559794654302463308534820101210368612,-1.687469162309840786662107348092831671237945556640625
88,1.84623122958097644377847909494542605,0.1849870942375906732073946622543123120101210368612,-1.68746921721510378944230978959240019321441650390625
89,1.84623121987451217481906457249226556,0.1849870845311264042479801398011518220101210368612,-1.687469269686139750064057807321660220623016357421875
90,1.84623121059366593985113207040041653,0.1849870752502801692800476377093027920101210368612,-1.687469319856380156608111064997501671314239501953125
91,1.84623120171536080123518561334319701,0.1849870663719750306641011806520832720101210368612,-1.687469367850572776745821101940236985683441162109375
92,1.84623119321800526826742636470299886,0.1849870578746194976963419320118851220101210368612,-1.6874694137854369113682651004637591540813446044921875
93,1.84623118508138292191172355052676889,0.1849870497379971513406391178356551520101210368612,-1.6874694577702573639044203446246683597564697265625
94,1.84623117728655131456517758745538822,0.1849870419431655439940931547642744820101210368612,-1.687469499907432890495329047553241252899169921875
95,1.84623116981574927710422005547859694,0.1849870344723635065331356227874832020101210368612,-1.6874695402929760223997845969279296696186065673828125
96,1.84623116265231185474045614205615184,0.1849870273089260841693717093650381020101210368612,-1.6874695790169742526387608450022526085376739501953125
97,1.84623115578059217249527278006457235,0.1849870204372064019241883473734586120101210368612,-1.6874696161640103664325351928710006177425384521484375
98,1.84623114918588960158996516436006076,0.1849870138425038310188807316689470220101210368612,-1.6874696518135532397053566455724649131298065185546875
99,1.84623114285438366079667830257766933,0.1849870075109978902255938698865555920101210368612,-1.687469686040312666364116012118756771087646484375
100,1.84623113677307314272296123523370144,0.1849870014296873721518768025425877020101210368612,-1.687469718914570648848894052207469940185546875
101,1.84623113092972000490979825978804029,0.1849869955863342343387138270969265520101210368612,-1.6874697505024831567510545937693677842617034912109375
102,1.84623112531279761021033777542405632,0.1849869899694118396392533427329425820101210368612,-1.6874697808663607911938697725418023765087127685546875
103,1.84623111991144294079616375538741181,0.1849869845680571702250793226962980720101210368612,-1.68746981006492635657423306838609278202056884765625
104,1.84623111471541244584771060327419077,0.1849869793720266752766261705830770320101210368612,-1.687469838153554224646768489037640392780303955078125
105,1.84623110971504121499590105652116598,0.1849869743716554444248166238300522420101210368612,-1.6874698651844906027719162011635489761829376220703125
106,1.84623110490120519830779981763292211,0.1849869695578194277367153849418083720101210368612,-1.68746989120705848108627833425998687744140625
107,1.84623110026528621941421961089417531,0.1849869649219004488431351782030615720101210368612,-1.6874699162678454822383855571388266980648040771484375
108,1.84623109579913955158277153652821283,0.1849869604557537810116871038370990920101210368612,-1.687469940410880386849612477817572653293609619140625
109,1.84623109149506384742903887432484618,0.1849869561516780768579544416337324420101210368612,-1.68746996367779455994195814128033816814422607421875
110,1.84623108734577323178113526777041223,0.1849869520023874612100508350792984920101210368612,-1.6874699861079742735370246009551919996738433837890625
111,1.84623108334437138419014930090997613,0.1849869480009856136190648682188623920101210368612,-1.687470007738699262489490138250403106212615966796875
112,1.84623107948432745290644229548543366,0.1849869441409416823353578627943199220101210368612,-1.6874700286052739528486199560575187206268310546875
113,1.84623107575945365599274058595945969,0.1849869404160678854216561532683459520101210368612,-1.6874700487411480320787404707516543567180633544921875
114,1.84623107216388443777337491393043314,0.1849869368204986672022904812393194020101210368612,-1.6874700681780296918077510781586170196533203125
115,1.84623106869205706016140995539083209,0.1849869333486712895903255226997183520101210368612,-1.6874700869459895447022290682070888578891754150390625
116,1.84623106533869351868318803206660796,0.1849869299953077481121035993754942220101210368612,-1.687470105073559434316621263860724866390228271484375
117,1.84623106209878368234113864742362011,0.1849869267553979117700542147325063720101210368612,-1.687470122587823251336658358923159539699554443359375
118,1.84623105896756956491680843889574930,0.1849869236241837943457240062046355620101210368612,-1.6874701395145013105292264299350790679454803466796875
119,1.84623105594053064300286535350511242,0.1849869205971448724317809208139986820101210368612,-1.6874701558780305088447448724764399230480194091796875
120,1.84623105301337014304196908698703271,0.1849869176699843724708846542959189720101210368612,-1.687470171701638488315211361623369157314300537109375
121,1.84623105018200222601043784831018951,0.1849869148386164554393534156190757720101210368612,-1.68747018700741246988172861165367066860198974609375
122,1.84623104744254000417674185623344047,0.1849869120991542336056574235423267320101210368612,-1.687470201816363868374537560157477855682373046875
123,1.84623104479128432964410111432303999,0.1849869094478985590730166816319262520101210368612,-1.6874702161484897988685816017095930874347686767578125
124,1.84623104222471329920171046269845545,0.1849869068813275286306260300073417120101210368612,-1.687470230022828587834737845696508884429931640625
125,1.84623103973947242440484138353710959,0.1849869043960866538337569508459958520101210368612,-1.68747024345751395202341882395558059215545654296875
126,1.84623103733236541981950740560684729,0.1849869019889796492484229729157335520101210368612,-1.6874702564698240703222609226941131055355072021484375
127,1.84623103500034556603840357767949125,0.1849868996569597954673191449883775120101210368612,-1.687470269076229545390788189251907169818878173828125
128,1.84623103274050760743323891528475691,0.1849868973971218368621544825936431720101210368612,-1.68747028129243492600153331295587122440338134765625
129,1.84623103055008014768328580713149975,0.1849868952066943771122013744403860120101210368612,-1.687470293133422227782602931256406009197235107421875
130,1.84623102842641850893690985273451558,0.1849868930830327383658254200434018420101210368612,-1.687470304613487570577490259893238544464111328125
131,1.84623102636699802304538151365628786,0.1849868910236122524742970809651741220101210368612,-1.6874703157462789260279123482177965342998504638671875
132,1.84623102436940772567752674673383770,0.1849868890260219551064423140427239620101210368612,-1.687470326544829646309153758920729160308837890625
133,1.84623102243134442629887972954838523,0.1849868870879586557277952968572714920101210368612,-1.687470337021589994463965922477655112743377685546875
134,1.84623102055060712899711113306894448,0.1849868852072213584260267003778307420101210368612,-1.687470347188458230647256641532294452190399169921875
135,1.84623101872509178097224827009738710,0.1849868833817060104011638374062733620101210368612,-1.6874703570568083677017057198099792003631591796875
136,1.84623101695278632719971370924474254,0.1849868816094005566286292765536288020101210368612,-1.6874703666375172605995658159372396767139434814453125
137,1.84623101523176605132922290866843835,0.1849868798883802807581384759773246120101210368612,-1.687470375940989253393809121917001903057098388671875
138,1.84623101356018918431473328056482451,0.1849868782168034137436488478737107720101210368612,-1.6874703849771808261692740416037850081920623779296875
139,1.84623101193629276359043783189697179,0.1849868765929069930193533992058580520101210368612,-1.6874703937556219113247379937092773616313934326171875
140,1.84623101035838872682475424895131997,0.1849868750150029562536698162602062320101210368612,-1.6874704022854378759888049899018369615077972412109375
141,1.84623100882486022540711889823612802,0.1849868734814744548360344655450142820101210368612,-1.6874704105753692839897439625929109752178192138671875
142,1.84623100733415814385897758253082267,0.1849868719907723732878931498397089320101210368612,-1.6874704186337903255576975425356067717075347900390625
143,1.84623100588479781231790622665309217,0.1849868705414120417468217939619784320101210368612,-1.6874704264687265808930760613293386995792388916015625
144,1.84623100447535590012876576286306440,0.1849868691319701295576813301719506620101210368612,-1.6874704340878723396457417038618586957454681396484375
145,1.84623100310446747939420919032071366,0.1849868677610817088231247576295999220101210368612,-1.6874704414986059219927483354695141315460205078125
146,1.84623100177082324809411697619937885,0.1849868664274374775230325435082651120101210368612,-1.6874704487080054438052911791601218283176422119140625
147,1.84623100047316690308457765530557654,0.1849868651297811325134932226144628020101210368612,-1.6874704557228621393250023174914531409740447998046875
148,1.84623099921029265393640401748714730,0.1849868638669068833653195847960335620101210368612,-1.6874704625496941279294560445123352110385894775390625
149,1.84623099798104286917497834184563361,0.1849868626376570986038939091545198720101210368612,-1.6874704691947595147638594426098279654979705810546875
150,1.84623099678430584704127098943120523,0.1849868614409200764701865567400914920101210368612,-1.687470475664067492971298634074628353118896484375
151,1.84623099561901370341156132034337823,0.1849868602756279328404768876522644920101210368612,-1.6874704819633914443244293579482473433017730712890625
152,1.84623099448414036999393733401687110,0.1849868591407545994228529013257573620101210368612,-1.68747048809827759896506904624402523040771484375
153,1.84623099337869969636590545408517531,0.1849868580353139257948210213940615720101210368612,-1.6874704940740572478574677006690762937068939208984375
154,1.84623099230174364983207786921172870,0.1849868569583578792609934365206149620101210368612,-1.68747049989585473639408519375137984752655029296875
155,1.84623099125236060746632957383479872,0.1849868559089748368952451411436849820101210368612,-1.6874705055685985666258375204051844775676727294921875
156,1.84623099022967373506128855099965757,0.1849868548862879644902041183085438320101210368612,-1.687470511097028502689454398932866752147674560546875
157,1.84623098923283944804156996674868835,0.1849868538894536774704855340575746120101210368612,-1.6874705164857048966808861223398707807064056396484375
158,1.84623098826104594970764831355553923,0.1849868529176601791365638808644254920101210368612,-1.6874705217390160161272660843678750097751617431640625
159,1.84623098731351184246646011066098752,0.1849868519701260718953756779698737820101210368612,-1.68747052686118603759268808062188327312469482421875
160,1.84623098638948480797425955645442096,0.1849868510460990374031751237633072220101210368612,-1.6874705318562817080163540595094673335552215576171875
161,1.84623098548824035236843888876944540,0.1849868501448545817973544560783316620101210368612,-1.6874705367282196721845366482739336788654327392578125
162,1.84623098460908061299926277282773544,0.1849868492656948424281783401366217020101210368612,-1.6874705414807722458903072038083337247371673583984375
163,1.84623098375133322329102914914439250,0.1849868484079474527199447164532787620101210368612,-1.6874705461175742993162884886260144412517547607421875
164,1.84623098291435023256617469194066232,0.1849868475709644619950902592495485820101210368612,-1.6874705506421283640605679465807043015956878662109375
165,1.84623098209750707785633649323200926,0.1849868467541213072852520605408955220101210368612,-1.687470555057810628341030678711831569671630859375
166,1.84623098130020160490236281095340494,0.1849868459568158343312783782622912020101210368612,-1.6874705593678764881104825690272264182567596435546875
167,1.84623098052185313571159714770094021,0.1849868451784673651405127150098264720101210368612,-1.6874705635754647659041438600979745388031005859375
168,1.84623097976190158019628033506092892,0.1849868444185158096251959023698151820101210368612,-1.687470567683603039910167353809811174869537353515625
169,1.84623097901980658956237965895125029,0.1849868436764208189912952262601365520101210368612,-1.6874705716952125289509467620518989861011505126953125
170,1.84623097829504674925428871201110069,0.1849868429516609786832042793199869520101210368612,-1.6874705756131118672414004322490654885768890380859375
171,1.84623097758711880938826386642503826,0.1849868422437330388171794337339245220101210368612,-1.68747057944002154528106984798796474933624267578125
172,1.84623097689553695072680288931663697,0.1849868415521511801557184566255232320101210368612,-1.6874705831785679066570082795806229114532470703125
173,1.84623097621983208435797049729676694,0.1849868408764463137868860646056532020101210368612,-1.687470586831286478712854659534059464931488037109375
174,1.84623097555955118334846330582415009,0.1849868402161654127773788731330363520101210368612,-1.68747059040062641344093208317644894123077392578125
175,1.84623097491425664473744785873942433,0.1849868395708708741663634260483105920101210368612,-1.6874705938889531520175069090328179299831390380859375
176,1.84623097428352568033034440227293334,0.1849868389401399097592599695818196020101210368612,-1.68747059729855219956107248435728251934051513671875
177,1.84623097366694973483819446848179938,0.1849868383235639642671100357906856420101210368612,-1.687470600631632233756818095571361482143402099609375
178,1.84623097306413392998939283119080245,0.1849868377207481594183083984996887120101210368612,-1.687470603890327769391888068639673292636871337890625
179,1.84623097247469653331676464545026466,0.1849868371313107627456802127591509220101210368612,-1.6874706070767027110690605695708654820919036865234375
180,1.84623097189826845039454388463826865,0.1849868365548826798234594519471549120101210368612,-1.6874706101927519075189820796367712318897247314453125
181,1.84623097133449273936705291249444663,0.1849868359911069687959684798033328920101210368612,-1.687470613240404926358451120904646813869476318359375
182,1.84623097078302414667410243734826632,0.1849868354396383761030180046571525820101210368612,-1.6874706162215284965810724315815605223178863525390625
183,1.84623097024352866293756831888432516,0.1849868349001428923664838861932114220101210368612,-1.6874706191379278408248865162022411823272705078125
184,1.84623096971568309802950741982510834,0.1849868343722973274584229871339946020101210368612,-1.6874706219913502280860484461300075054168701171875
185,1.84623096919917467439478941505897950,0.1849868338557889038237049823678657620101210368612,-1.6874706247834863059864574097446165978908538818359375
186,1.84623096869370063775072625379552416,0.1849868333503148671796418211044104220101210368612,-1.6874706275159727653090158128179609775543212890625
187,1.84623096819896788433281006567022185,0.1849868328555821137617256329791081120101210368612,-1.6874706301903941163544686787645332515239715576171875
188,1.84623096771469260389957745121271366,0.1849868323713068333284930185215999220101210368612,-1.687470632808284687342847973923198878765106201171875
189,1.84623096724059993775099375425146864,0.1849868318972141671799093215603549020101210368612,-1.6874706353711304007703120078076608479022979736328125
190,1.84623096677642365105374075123468670,0.1849868314330378804826563185435729620101210368612,-1.6874706378803698836321700582630001008510589599609375
191,1.84623096632190581880354985232784757,0.1849868309785200482324654196367338320101210368612,-1.6874706403373977980919562469352968037128448486328125
192,1.84623096587679652478939306069061409,0.1849868305334107542183086279995003520101210368612,-1.68747064274356528557063938933424651622772216796875
193,1.84623096544085357295705223751344555,0.1849868300974678023859678048223318120101210368612,-1.68747064510018152105885747005231678485870361328125
194,1.84623096501384221060043809526876833,0.1849868296704564400293536625776545920101210368612,-1.6874706474085154894737570430152118206024169921875
195,1.84623096459553486283817313475079919,0.1849868292521490922670887020596854520101210368612,-1.6874706496697970958820178566384129226207733154296875
196,1.84623096418571087786045312938649973,0.1849868288423251072893686966953859920101210368612,-1.6874706518852196079905070291715674102306365966796875
197,1.84623096378415628245718162586409339,0.1849868284407705118860971931729796520101210368612,-1.687470654055939434101674123667180538177490234375
198,1.84623096339066354736292156144497614,0.1849868280472777767918371287538624020101210368612,-1.6874706561830787876488102483563125133514404296875
199,1.84623096300503136197740258969449285,0.1849868276616455914063181570033791120101210368612,-1.687470658267725465151443131617270410060882568359375
200,1.84623096262706441804224991703202983,0.1849868272836786474711654843409160920101210368612,-1.687470660310935510750596222351305186748504638671875
201,1.84623096225657320187534183418213260,0.1849868269131874313042574014910188620101210368612,-1.687470662313733438253393615013919770717620849609375
202,1.84623096189337379478381205584360375,0.1849868265499880242127276231524900120101210368612,-1.6874706642771133413560846747714094817638397216796875
203,1.84623096153728768129527187737296229,0.1849868261939019107241874446818485520101210368612,-1.687470666202040003867068662657402455806732177734375
204,1.84623096118814156486439179222078361,0.1849868258447557942933073595296698720101210368612,-1.6874706680894508981083390608546324074268341064453125
205,1.84623096084576719072860303246361639,0.1849868255023814201575185997725026520101210368612,-1.687470669940255074692458947538398206233978271484375
206,1.84623096051000117560243010319035561,0.1849868251666154050313456704992418720101210368612,-1.687470671755335605013215172220952808856964111328125
207,1.84623096018068484391486796988072044,0.1849868248372990733437835371896067020101210368612,-1.687470673535550691468642980908043682575225830078125
208,1.84623095985766407030835346358111790,0.1849868245142782997372690308900041620101210368612,-1.6874706752817332233718161660362966358661651611328125
209,1.84623095954078912813126494288912059,0.1849868241974033575601805101980068520101210368612,-1.6874706769946927753522913917549885809421539306640625
210,1.84623095922991454366857267791667787,0.1849868238865287730974882452255641320101210368612,-1.6874706786752156073561081939260475337505340576171875
211,1.84623095892489895586730202682183266,0.1849868235815131852962175941307189220101210368612,-1.6874706803240659969134185303119011223316192626953125
212,1.84623095862560498132487766513896671,0.1849868232822192107537932324478529720101210368612,-1.6874706819419864611830917056067846715450286865234375
213,1.84623095833189908431924995898217306,0.1849868229885133137481655262910593220101210368612,-1.6874706835296990892203439216245897114276885986328125
214,1.84623095804365145166997005279648017,0.1849868227002656810988856201053664320101210368612,-1.687470685087905319932133352267555892467498779296875
215,1.84623095776073587222913813649139290,0.1849868224173501016580537038002791620101210368612,-1.68747068661728771843399954377673566341400146484375
216,1.84623095748302962081040126268536114,0.1849868221396438502393168299942474020101210368612,-1.687470688118509531960853564669378101825714111328125
217,1.84623095721041334637296909701267953,0.1849868218670275758018846643215657920101210368612,-1.6874706895922158000900026308954693377017974853515625
218,1.84623095694277096428596545542862108,0.1849868215993851937148810227375073420101210368612,-1.6874706910390344649641747309942729771137237548828125
219,1.84623095667998955250636336727526177,0.1849868213366037819352789345841480320101210368612,-1.6874706924595759272023087760317139327526092529296875
220,1.84623095642195925151129161520783277,0.1849868210785734809402071825167190320101210368612,-1.6874706938544334899887644496629945933818817138671875
221,1.84623095616857316783266410352003074,0.1849868208251873972615796708289170020101210368612,-1.6874706952241858015639763834769837558269500732421875
222,1.84623095591972728104889411624971721,0.1849868205763415104778096835586034720101210368612,-1.68747069656939441273379998165182769298553466796875
223,1.84623095567532035409493299236248477,0.1849868203319345835238485596713710320101210368612,-1.6874706978906071075385852964245714247226715087890625
224,1.84623095543525384675803650336446827,0.1849868200918680761869520706733545320101210368612,-1.687470699188356348940942552872002124786376953125
225,1.84623095519943183223251932304045272,0.1849868198560460616614348903493389820101210368612,-1.6874707004631606110933716990984976291656494140625
226,1.84623095496776091661233709430249845,0.1849868196243751460412526616113847120101210368612,-1.68747070171552504547207718132995069026947021484375
227,1.84623095474015016120564713628624299,0.1849868193967643906345627035951292520101210368612,-1.687470702945941258832363018882460892200469970703125
228,1.84623095451651100756054907284901917,0.1849868191731252369894646401579054320101210368612,-1.6874707041548877572978426542249508202075958251953125
229,1.84623095429675720509601994931997638,0.1849868189533714345249355166288626420101210368612,-1.6874707053428306124942537280730903148651123046875
230,1.84623095408080474123664503536066886,0.1849868187374189706655606026695551220101210368612,-1.687470706510224349727877779514528810977935791015625
231,1.84623095386857177395410751326426737,0.1849868185251860033830230805731536320101210368612,-1.68747070765751150389633039594627916812896728515625
232,1.84623095365997856662256483173735593,0.1849868183165927960514803990462421920101210368612,-1.6874707087851226194885612130747176706790924072265625
233,1.84623095345494742509900083272506223,0.1849868181115616545279164000339484920101210368612,-1.687470709893478026941693315166048705577850341796875
234,1.84623095325340263694342681943993159,0.1849868179100168663723423867488178520101210368612,-1.687470710982986954462603534921072423458099365234375
235,1.84623095305527041269740384561729504,0.1849868177118846421263194129261813020101210368612,-1.687470712054048416206342153600417077541351318359375
236,1.84623095286047882914279923386680221,0.1849868175170930585717148011756884720101210368612,-1.6874707131070507681869230509619228541851043701171875
237,1.84623095266895777446596487709235406,0.1849868173255720038948804444012403220101210368612,-1.687470714142373484634163105511106550693511962890625
238,1.84623095248063889525565475878881659,0.1849868171372531246845703260977028520101210368612,-1.6874707151603860477706575693446211516857147216796875
239,1.84623095229545554526598139851335869,0.1849868169520697746948969658222449520101210368612,-1.6874707161614483919009899182128719985485076904296875
240,1.84623095211334273587855938490521056,0.1849868167699569653074749522140968220101210368612,-1.6874707171459120136347564766765572130680084228515625
