State,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8,Eigenvalue 9,Eigenvalue 10
21,0.500003205914901272780189665060894671,1.84625201983618461274276587092859380,3.93640026017794872410381608255931868,6.79979789067202261414940879436655446,10.4482811307600114599471948223854956,14.8874384774318603757921636963852716,20.1202723371015382347136083008665476,26.1485623001533961265810292802717116,32.9734460166980358226322491814923139,40.5956961906536282483121744586773864
22,0.500002792465696977076209863467516149,1.84624928902791149859804421639993404,3.93639208889849384517907759959663267,6.79978042816687222096949943335131482,10.4482498585150038419505637450247341,14.8873880426359753530446218345771715,20.1201962485351380993049680411137345,26.1484524782070099550857314452789900,32.9732921378956650116653764532933029,40.5954847134327025047805556187316290
23,0.500002447173571292185332793706633826,1.84624701070798651070511668214732162,3.93638528251675264131934114902701470,6.79976591529132066563794632282138600,10.4482239455570386864015675378517537,14.8873464080061704539247257228559447,20.1201337283473537710345735035084006,26.1483627526513370556537610237782671,32.9731672841367938233442664543940087,40.5953145585787600746235417810297383
24,0.500002156550866680129296269979067748,1.84624509481514085731047581727917403,3.93637956690316652787122218934382569,6.79975375216765277787266557491188213,10.4482022841566639067021191844354350,14.8873117177657040065915923023656223,20.1200818453093576402309015336949704,26.1482886563285504398090636183275431,32.9730647852297336146158654725591623,40.5951758574325061986466680805160563
25,0.500001910190685001506719258420891583,1.84624347198971426708872195710148393,3.93637473156599447980539280650337674,6.79974348009259470610315995650260708,10.4481840319042187600782444768880156,14.8872825703753908729637137226828357,20.1200384045510022874115328274330458,26.1482268790310882083426135701883520,32.9729797605603813267089956335892482,40.5950614983410461871266569356668179
26,0.500001699976071083889884891624105283,1.84624208822341036578157180579554389,3.93637061302898941088610428650254912,6.79973474411949147569471504872969128,10.4481685400577522255567861773181228,14.8872578930123939411318190377028019,20.1200017384433447401017685703507498,26.1481749283137181671818271921759720,32.9729085749127310340429339939537378,40.5949662527972100841722766117308298
27,0.500001519512977877991213953803911084,1.84624090103399081950155267186879529,3.93636708300026339830273677640363863,6.79972726659305836573615599518601420,10.4481553032801942970856081228187703,14.8872368544263696747817210048309428,20.1199705632502127327464834742068022,26.1481309005242432077007614149526826,32.9728484778129174243649018441932673,40.5948862088615336946920490072589668
28,0.500001363718209497390346320200657749,1.84623987669249316783529619565201723,3.93636403983054275391586709813335684,6.79972082814812777867625284880515160,10.4481439238129484673362384857454744,14.8872188033870448108309232066657178,20.1199438789954484069267678372936822,26.1480933229858552405166374031690333,32.9727973588745519137977444815948221,40.5948183940116203105604141857882597
29,0.500001228516266023447673726119645193,1.84623898818784012686662503343405688,3.93636140226513552619728950656508240,6.79971525387911833052479669385458268,10.4481340855655883833888073956015811,14.8872032245242016439502358502635523,20.1199208983229803781215664958075658,26.1480610431810902186919108857194100,32.9727535783797952111588221298758858,40.5947605182207045182606283097791408
30,0.500001110613747605615316278364894122,1.84623821371521870958617369714350724,3.93635910481832249081603924850344309,6.79971040314572019288435144475291019,10.4481255351263954484724956808209942,14.8871897061928277591845625180150450,20.1199009951750849499069774987309197,26.1480331496294179658478939994539415,32.9727158477837884900010608829433822,40.5947107953253276350950112352970685
31,0.500001007329687287633530249940308182,1.84623753554125611836151026695960501,3.93635709431055373485849474902417845,6.79970616197118940489722190926371331,10.4481180676743145876018329085128667,14.8871779167836212643633195805544664,20.1198836672487657163321656063722467,26.1480089145350989745279978286688272,32.9726831440287108363959658422270425,40.5946678165423993824426536731242392
32,0.500000916466683168936225610104280058,1.84623693914347710978832034198471548,3.93635532724925043200495770925154374,6.79970243731281957924622237975430374,10.4481115164090510742531604115290524,14.8871675870502068916289683366451312,20.1198685081797196451327513727220121,26.1479877516412716200556943845167941,32.9726546471783812568642757054598680,40.5946304594345865727265829184854139
33,0.500000836212115103748288501974367938,1.84623641255162097082684461087246695,3.93635376782859074760763014630621589,6.79969915270035397186819318444882581,10.4481057445378640800832080816731825,14.8871584967795248044474857683396513,20.1198551866915228633180021003927566,26.1479691848682182153261643027895834,32.9726296944073246272008673087930664,40.5945978214142509858236271260028533
34,0.500000765061769000027782808462615237,1.84623594583904581536614461673397356,3.93635238638826890294108919227017536,6.79969624488488436888545455278645110,10.4481006391417551480911482835127695,14.8871504646355538334129296181615431,20.1198434307969823383220701637474003,26.1479528247067793803049934478611877,32.9726077456331964964503905435942121,40.5945691705156615880684143388484243
35,0.500000701760308362022037800046898082,1.84623553072679815533149539189027346,3.93635115821593623692055789688951958,6.79969366124181638307387849414557562,10.4480961064379373426797634155352864,14.8871433403477560847883229008911207,20.1198330157079432290090252729809888,26.1479383502602714918762861286952145,32.9725883575534310330945569702012733,40.5945439085023285336963199102640524
36,0.500000645254524630382253703943360183,1.84623516027301711271916958321792908,3.93635006260936646237843046023287731,6.79969135774191501578842214735137301,10.4480920680899739577741488629939647,14.8871369986501062121888191509911945,20.1198237544973744800974600150793141,26.1479254954491548686547839788959812,32.9725711638251625728803217660124199,40.5945215429067266431911565777339230
37,0.500000594656360973598506935731152059,1.84623482862751826382276585931494645,3.93634908213659341978913848410962635,6.79968929735413342824972471142252513,10.4480884583113071549916932464504455,14.8871313345398316939831050030445267,20.1198154908250755299235783742113419,26.1479140383170170977719587003894516,32.9725558597882380095623534310064093,40.5945016656198387193061574254015082
38,0.500000549213469502074244586126756210,1.84623453083655776946500874030044865,3.93634820204817637489160232849400446,6.79968744877937298964731222802679333,10.4480852215748275918737577996815256,14.8871262595400706164040843176989986,20.1198080932254432799820084747627898,26.1479037926704865879422113523496815,32.9725421905842436127296381623204743,40.5944839363391385825370138278477136
39,0.500000508285618143796129010978791630,1.84623426268651816561433841208344426,3.93634740980725718738624691909762359,6.79968578543987114048239338096806749,10.4480823107891433234340385565077808,14.8871216987327023109333927037581988,20.1198014505881817117352174057627598,26.1478946014921157864826340201989888,32.9725299418395117597388406694332660,40.5944680696589869344180509939671006
40,0.500000471325671421628220732496706711,1.84623402057799639712369090204142486,3.93634669471148014841010428896420927,6.79968428466750918390346870705864871,10.4480796858369920211477537152508307,14.8871175883867319946840660088782071,20.1197954685576542937296706052942407,26.1478863317119311442914941271870510,32.9725189323019450765551048332569582,40.5944538249188642524355281189208605
41,0.500000437864171197272015455877817201,1.84623380142379801365759714917577816,3.93634604758704028366397907928834887,6.79968292704799175234277641295605676,10.4480773123966877099865266546452104,14.8871138740506453085069441417175106,20.1197900666451788017173941158018115,26.1478788700287114919486165150394160,32.9725090079796211833672737669230140,40.5944409981589409924922103568500061
42,0.500000407496768541233906735593610504,1.84623360256584832204538813234144957,3.93634546053972969871782825118314767,6.79968169588797071234144197729120723,10.4480751609862766082531559333313180,14.8871105090087664964876303185415307,20.1197851758986865016981580906970615,26.1478721195485472002243778247388796,32.9725000374430902837947758347977853,40.5944294156997599282194701098953571
43,0.500000379873927050613264678947554666,1.84623342170716228880081984703567645,3.93634492675130008194356734903645178,6.79968057677974684835629866573764382,10.4480732061840590324095657940224169,14.8871074530250894570897467509089567,20.1197807370111297568654037466914218,26.1478659970643058856240291460180641,32.9724919080362450451018072596757718,40.5944189289836651491824826917165473
44,0.500000354692445993451223549626800532,1.84623325685587014815623350825873953,3.93634444031206215991540663437325912,6.79967955724387433393377819861751721,10.4480714259896262703605344759040566,14.8871046713155664337993279242247768,20.1197766987765173710738942128175226,26.1478604308411140382474620850322853,32.9724845228016381729480754323442909,40.5944094104038373199324835558502028
45,0.500000331688449270504869212029953557,1.84623310627894680856830090537507898,3.93634399608262124978949663574537161,6.79967862643430919275931109556401434,10.4480698012974938327517985338017722,14.8871021337030331934050090249247594,20.1197730168230782642458817887460729,26.1478553588039189015251909550950157,32.9724777979713746154070320725491116,40.5944007499118187981824186795403496
46,0.500000310631561081523751457248079302,1.84623296846379224929494622812455269,3.93634358957916205713222140647461762,6.79967777489403887032692110869388341,10.4480683154614529798986518869588245,14.8870998139189623522150019621199105,20.1197696525686399538609147629429958,26.1478507270464812436792143152549902,32.9724716609085637246392175840200220,40.5943928522427699531089417247953393
47,0.500000291320047010758052649987422802,1.84623284208619508927230243717089617,3.93634321687786200258672018209689592,6.79967699435166350515828138693528714,10.4480669539323934942755283828463336,14.8870976890238886787896954999195668,20.1197665723551747945978376737207605,26.1478464885988015175981658144141734,32.9724660484098545763982425356293323,40.5943856346339668194096659558256027
48,0.500000273576744162796904255769240017,1.84623272598351027920109504623982615,3.93634287453491608330022122152475443,6.79967627755135913962769330259852591,10.4480657039559241542845127443148359,14.8870957389242373911005501312581200,20.1197637467285643752420530246313298,26.1478426024034596773939413676437626,32.9724609052989861304532842406051892,40.5943790249394697646296350668825533
49,0.500000257245639067094701477854181989,1.84623261913211506372895132486494872,3.93634255951936074425407470902083243,6.79967561811017799565674977413495441,10.4480645543188917549468627877448131,14.8870939459678445479345446100302048,20.1197611498366530016942158414604083,26.1478390324617102958667560232267630,32.9724561832561400853454706517920045,40.5943729600647786538323269535763080
50,0.500000242188979628340553906490179497,1.84623252062839037960459952446308997,3.93634226915643645725430263840833487,6.79967501039783429795022605184463476,10.4480634951360661360608440369088766,14.8870922946040090012936014848965994,20.1197587589241128739647612465526592,26.1478357471181920590272197148368555,32.9724518398393332195018430378658791,40.5943673846613123707573697039623824
51,0.500000228284829158600065763982180647,1.84623242967261925191022238190940021,3.93634200107966390043542807149172921,6.79967444943506313072180972905338578,10.4480625176699601217406734646889175,14.8870907710966967379968614990139940,20.1197565539069021843879634645534719,26.1478327184593528086213295119306497,32.9724478376629660421347171102126746,40.5943622500329249079845318312522190
52,0.500000215424987792532593916084191259,1.84623234555530824964465168482053444,3.93634175319015335467022412914701840,6.79967393080738252947316998580787365,10.4480616141780965525160358005315574,14.8870893632817093235693537416610125,20.1197545170124428812636483120462607,26.1478299218055797630304655366651435,32.9724441437055742761955934746538676,40.5943575132162882804729663868745871
53,0.500000203513220352578262092504081371,1.84623226764552929326770024299704599,3.93634152362194133127829138305858234,6.79967345059167940002355597541636258,10.4480607777831005106928828855910127,14.8870880603603629737077483811014935,20.1197526324742872504907758321295388,26.1478273352808743558816391274354936,32.9724407287242688960137884991285903,40.5943531362044935874603537806283511
54,0.500000192463740756719384084167731588,1.84623219538095213575692724360624248,3.93634131071236789054127134779708192,6.79967300529351140572329892928417773,10.4480600023618447999810888859447122,14.8870868527236053415403536545356056,20.1197508862721403120808694851660627,26.1478249394469591628630478952288316,32.9724375667576433978469745822216636,40.5943490852891367887869860383844653
55,0.500000182199911931586459365384907505,1.84623212825929655717730105417868125,3.93634111297668439866937038923887815,6.79967259179339531796279003591886285,10.4480592824505576654616324782588150,14.8870857318016010285032728622059556,20.1197492659097787554197907173321372,26.1478227169911299254634348763975357,32.9724346347023331551698578369922971,40.5943453305008336025245056227175397
56,0.500000172653127359987120454616280717,1.84623206583098072678450156230666445,3.93634092908622370203976570533706443,6.79967220730065723743162803861583664,10.4480586131633496926893139787028890,14.8870846899347035922105994623209601,20.1197477602247487958654416953380350,26.1478206524591052608789722371848330,32.9724319119511279148648730315695985,40.5943418451318266009754178108511056
57,0.500000163761846205299669128277756524,1.84623200769278062993949091076950075,3.93634075784957992813938481478111000,6.79967184931366685696756147266699631,10.4480579901220596695703210150379400,14.8870837202624472899153308301613483,20.1197463592248056727483316022089497,26.1478187320256848627318008773014762,32.9724293800827149301846217322941976,40.5943386053273185362870350008016848
58,0.500000155470758689531631937583250768,1.84623195348234675011923557964435564,3.93634059819633885152685938067658554,6.79967151558547845078969723184116920,10.4480574093956785725268606356917862,14.8870828166277714913764997981875504,20.1197450539469311964858592921658942,26.1478169432972844220246169004303457,32.9724270225948822064107144447422214,40.5943355897345508486472214843604004
59,0.500000147730062272047867281368009311,1.84623190287344976594575665147227006,3.93634044916297629572985125205621483,6.79967120409406484351248059890028599,10.4480568674479036397572156909948668,14.8870819734941622911430707922607129,20.1197438363354752594041436505897667,26.1478152751414345387793422428246942,32.9724248246744278643064263919291081,40.5943327792005695460353396476417802
60,0.500000140494832351282903617342651668,1.84623185557184799283458075860063939,3.93634030988060476482633248633733621,6.79967091301646454408494712407061630,10.4480563610916139645651824053577239,14.8870811858737810023548044083138551,20.1197426991365457065537864338807884,26.1478137175391601375821318680344047,32.9724227729981717826255701763301774,40.5943301565111783570094923393576113
61,0.500000133724473826091392999559610364,1.84623181131168655693046684024687015,3.93634017956430008696139621668632529,6.79967064070627229142700946011263674,10.4480558874492556152287567348157428,14.8870804492649649484272776909942847,20.1197416358062444283355023746534973,26.1478122614568343572968247127793954,32.9724208555604033483161026373790691,40.5943277061648460094908393725424276
62,0.500000127382242013162611492941968250,1.84623176985235254086035857253686365,3.93634005750378242889108143187531094,6.79967038567399401984129921685320418,10.4480554439182862209525769939441220,14.8870797595977457325549785562087862,20.1197406404307364832017254320355915,26.1478108987346564387552472314688170,32.9724190615228665609869662749576257,40.5943254141763690989177233898117093
63,0.500000121434823207009667038144858580,1.84623173097572214891506569322969962,3.93633994305526129680791851806982973,6.79967014656986234963457705031883144,10.4480550281409628164799641242997809,14.8870791131862446242483990132587316,20.1197397076564597111474239854290540,26.1478096219893603822245808595076026,32.9724173810840141738994810559988872,40.5943232679059401516801957603107060
64,0.500000115851966657415471446893516821,1.84623169448374575373546771576644121,3.93633983563428342662714799489069101,6.79966992216877104700303191061030336,10.4480546379778677450685867235500304,14.8870785066869823531212263355687040,20.1197388326290475554653584217869461,26.1478084245291388062970095719519296,32.9724158053647823266468057562573352,40.5943212559099683541402286843179755
65,0.500000110606160980512809384599792569,1.84623166019632486910957597069125724,3.93633973470944687237839928243242827,6.79966971135703880716087595426820192,10.4480542714846597732234209259727899,14.8870779370622882372721081571490753,20.1197380109397579672513647720023749,26.1478073002790794204877219770684924,32.9724143263085671484232505433901363,40.5943193678105766823894141407316479
66,0.500000105672349057974029833492307782,1.84623162794944193572921862535920006,3.93633963979686499928412630949611649,6.79966951312075607165080702721188719,10.4480539268916146416800329920921627,14.8870774015481166515919510061454143,20.1197372385783845755788429194200970,26.1478062437156717490763883622384306,32.9724129365934417729853843462762609,40.5943175941811766582132125228853800
67,0.500000101027676349771450631374010658,1.84623159759350954471604426590102293,3.93633955045528118603652309166151919,6.79966932653550491022190064106024815,10.4480536025855837858484543682997285,14.8870768976256817557181752711822283,20.1197365118917794039853025587243493,26.1478052498091587873855240338036146,32.9724116295549494765204402838839109,40.5943159264459189140371295163206729
68,0.500000096651268278629280856961518241,1.84623156899191054903802341396742253,3.93633946628174941284274558238295391,6.79966915075727250824312696320445886,10.4480532970940541081937630084467127,14.8870764229964077070142200474619108,20.1197358275472446606245444169268748,26.1478043139726898498123909394639339,32.9724103991180569803314650602376583,40.5943143567911488109632971117625071
69,0.500000092524032962245885874781415368,1.84623154201970458171539404876529364,3.93633938690780802542611573978359144,6.79966898501440450183032752312952957,10.4480530090710372649909988260173373,14.8870759755597641658796290704543721,20.1197351825001588682324696455834450,26.1478034320173832230507249258155555,32.9724092397370600319946612904439503,40.5943128780872733094328595760465468
70,0.500000088628486091936042097312646303,1.84623151656247993954832164752609803,3.93633931199608420215782973157648387,6.79966882860046611042436040527720841,10.4480527372845554000810330905439162,14.8870755533936181081665333254763512,20.1197345739652933623912714960281640,26.1478026001125354346237008895341853,32.9724081463424082246094535109588846,40.5943114838196776737294609912705178
71,0.500000084948595199366302481878132422,1.84623149251533270658735972301957976,3.93633924123727532467335440609291632,6.79966868086789739833586909708916801,10.4480524806055228124720179414858059,14.8870751547367847117719956407578611,20.1197339993913518535342670588103234,26.1478018147503221129638336179121772,32.9724071142935633520726775308377392,40.5943101680275261339597155113030030
72,0.500000081469640929562096795035426639,1.84623146978195746872091552685196732,3.93633917434746081880451874167644904,6.79966854122236460123747627650612061,10.4480522379978506623685110081951358,14.8870747779735039545499250862127761,20.1197334564383306777597059577438866,26.1478010727144269233157966106720978,32.9724061393371300938758760315493616,40.5943089252494456297312560076391547
73,0.500000078178093259101197278668604438,1.84623144827383608050253617244602561,3.93633911106570430434268201412292890,6.79966840911772273251373292890640034,10.4480520085096253075396175131006750,14.8870744216196068416114245391784980,20.1197329429573524898198046913176198,26.1478003710521126785392617640480721,32.9724052175696032937894227123363124,40.5943077504752313631999300916903338
74,0.500000075061500872266589787458366777,1.84623142790951274634517481976204252,3.93633905115191124421453473855434231,6.79966828405151601095830165745168402,10.4480517912652308841680086125019386,14.8870740843101669379967226345054773,20.1197324569726730729358601703553755,26.1477997070493147191065325691947153,32.9724043454041656776451457178573879,40.5943066391028313120541667910824874
75,0.500000072108392142288892021645837502,1.84623140861394521911601871359123982,3.93633899438491186129974012167145339,6.79966816556095233468215838992503342,10.4480515854583038541107697820962387,14.8870737647884599991945081218449037,20.1197319966656009711138594932997631,26.1477990782083929075644620486083019,32.9724035195410461279797830381617571,40.5943055868999675619313156171187375
76,0.500000069308186365799385753060856144,1.84623139031792324042427050308645741,3.93633894056074301503022757245764842,6.79966805321929632304496059949754069,10.4480513903454218909056853277677012,14.8870734618960776980328080561768722,20.1197315603601038810488018691649232,26.1477984822282266407247801364283579,32.9724027369410137299390411632498335,40.5943045899698381716263332865109235
77,0.500000066651114071355437441889789633,1.84623137295754648222671969787044135,3.93633888949110610064814559996674869,6.79966794663263257279694447221430991,10.4480512052404420502211506871528967,14.8870731745640613498624634965294861,20.1197311465099050783104257649185525,26.1477979169863784347122411873150356,32.9724019948016384900301338195901514,40.5943036447204166476301059885880334
78,0.500000064128145371667646855369323205,1.84623135647375522696586231131074816,3.93633884100198093557872268050307707,6.79966784543695690497705838384247131,10.4480510295094139841183753431477023,14.8870729018049386453561064179890528,20.1197307536868983506652503903517438,26.1477973805230869540692384807888180,32.9724012905359973743955687518576110,40.5943027478369289382553414697024671
79,0.500000061730925457536661043382175395,1.84623134081190786691514286249407628,3.93633879493237810015505702602828985,6.79966774929555866491364992559963217,10.4480508625660032779262828446468865,14.8870726427055611351010613955956587,20.1197303805707315999308103033787313,26.1477968710268807290912101615199871,32.9724006217535453384183535691869480,40.5943018962571417929811250213244726
80,0.500000059451716442508056121926007304,1.84623132592140003256611104059856619,3.93633875113321436298385828194463855,6.79966765789666170432276758520123934,10.4480507038673680363007042019732419,14.8870723964206529272572444833107825,20.1197300259394279798776497429525327,26.1477963868216299818339805191820635,32.9723999862429063453173551374062728,40.5943010871491427299985404644374514
81,0.500000057283344863411122293332301283,1.84623131175532079144578333997784775,3.93633870946629769426678631362047724,6.79966757095129562746896562425812990,10.4480505529104388082379485066347817,14.8870721621669920568470543609466772,20.1197296886609296037703773008852548,26.1477959263548765864333463077384646,32.9723993819563698524599665639977624,40.5943003178913318516240275146748310
82,0.500000055219154225400969560975224191,1.84623129827014190678214523415962780,3.93633866980340999531256806505304931,6.79966748819137231155410677708391507,10.4480504092285579770474904410793017,14.8870719392181555135910874131070750,20.1197293676854628532426411527890605,26.1477954881873017492210964084118641,32.9723988069959045975859438131107471,40.5942995860543802966767578044546470
83,0.500000053252962052682312805239658201,1.84623128542543662185007030329588225,3.93633863202547708472083698879757385,6.79966740936794569005023564737312372,10.4480502723884399836424224030206327,14.8870717268997671862455097078454272,20.1197290620386364640279433284599919,26.1477950709832079513615812920462805,32.9723982596005243463992624823562859,40.5942988893849400221821816668711467
84,0.500000051379020969290991539257838141,1.84623127318362485071843456936590495,3.93633859602181671130639101178562891,6.79966733424963538019384200724681874,10.4480501419874183125976250674306892,14.8870715245851951741194596227394859,20.1197287708151941186581950406249627,26.1477946735019064251577256966634002,32.9723977381348600768454205773136861,40.5942982257909155386432867065004865
85,0.500000049591983389447939229570412841,1.84623126150974201805031992492832908,3.93633856168945643623765544389651429,6.79966726262119699627974251378020594,10.4480500176509491457551079644224405,14.8870713316916511825384363304075188,20.1197284931733524660513653367030458,26.1477942945899142509972584193263298,32.9723972410788103039226391644134886,40.5942975933281307532839813681877209
86,0.500000047886869445188194459699170764,1.84623125037122910687190140369763724,3.93633852893251416375843118009305801,6.79966719428222396461496953745170145,10.4480498990303450588891450805063052,14.8870711476766501872849720654317978,20.1197282283296635034102854908602383,26.1477939331738763332701204915475529,32.9723967670181562563461728273996301,40.5942969901882436861329483221548755
87,0.500000046259037821149794201421570488,1.84623123973774175003651467902196722,3.93633849766163491971882052921644027,6.79966712904596738311272820595476088,10.4480497858007151721835431227687711,14.8870709720347933331277151467188847,20.1197279755543472590198863414332444,26.1477935882541372683160388655658038,32.9723963146360417120380242819882828,40.5942964146877789233252217040445200
88,0.500000044704159203391159510692290187,1.84623122958097644377847909494542605,3.93633846779347819573148722896635231,6.79966706673826198189303125109305329,10.4480496776590908239951869516832140,14.8870708042948412169116463994679919,20.1197277341670468434002277915838761,26.1477932588988966495281014811004641,32.9723958827052287463101209710780133,40.5942958652581626079160878814860891
89,0.500000043218192081582268418134453213,1.84623121987451217481906457249226556,3.93633843925025080759035595689271155,6.79966700719654756945282988457533781,10.4480495743227181699846646263873375,14.8870706440170483762141516619041197,20.1197275035329633086773128721418196,26.1477929442388888296577548043408111,32.9723954700810506689697416368946887,40.5942953404366578366305568686170165
90,0.500000041797360672476946253986043577,1.84623121059366593985113207040041653,3.93633841195928077120764494959481804,6.79966695026897651643012469802731997,10.4480494755275011593672324605309299,14.8870704907907330286235419404719648,20.1197272830593324728105380429546831,26.1477926434625347195893774420701088,32.9723950756949922159360630617603168,40.5942948388581097837048741101065708
91,0.500000040438134757730238785832090742,1.84623120171536080123518561334319701,3.93633838585262818767742154149473568,6.79966689581359885670951144115526165,10.4480493810265801438197175138698914,14.8870703442320589429200914853812578,20.1197270721922100128509162417894085,26.1477923558115189675668461530392162,32.9723946985488347811864978613804072,40.5942943592474199261326388096570353
92,0.500000039137211251314272593306457056,1.84623119321800526826742636470299886,3.93633836086672955970395002342452825,6.79966684369761749165667911970693918,10.4480492905890329643197741610425204,14.8870702039820088222034189941006655,20.1197268704135347839090449459767007,26.1477920805767509370015250014588842,32.9723943377093112664928008930077209,40.5942939004126775830467533444450331
93,0.500000037891497331385933784674075802,1.84623118508138292191172355052676889,3.93633833694207234190759625815388202,6.79966679379670678317901392430684580,10.4480492039986867643180975230770235,14.8870700697045307836771077391065554,20.1197266772384435417971053731709309,26.1477918170946723739593733851753450,32.9723939923032211101380814210762319,40.5942934612388847643241776307104503
94,0.500000036698094988796337570020892866,1.84623117728655131456517758745538822,3.93633831402289686379507847342872297,6.79966674599438852851328907055432947,10.4480491210530300178057740724815255,14.8870699410848414677575041360862323,20.1197264922128130923712581447730205,26.1477915647438786041673353532305173,32.9723936615129613355037466083659658,40.5942930406822171861823209631829640
