Eigenstate,Residual Energy_10000
180,-0.0000374453345458380501656966858
181,-0.0000370913646862362465602858443
182,-0.0000367426166214088369149115631
183,-0.0000363989857350530499482570582
184,-0.0000360603700547396565742741475
185,-0.0000357266701713470410007527246
186,-0.0000353977891614086659461667139
187,-0.0000350736325121757627903820017
188,-0.0000347541080493362171167300705
189,-0.0000344391258672608901740497653
190,-0.0000341285982616823922231272641
191,-0.0000338224396647159555094542427
192,-0.0000335205665821115197890710387
193,-0.0000332228975326713568819862512
194,-0.0000329293529897240790476474031
195,-0.0000326398553246032374684823955
196,-0.0000323543287520278500246501279
197,-0.0000320726992773139979645759035
198,-0.0000317948946453811678744185271
199,-0.0000315208442914146990021485301
200,-0.0000312504792931909871091990888
201,-0.0000309837323249961886769280963
202,-0.0000307205376129939055806691762
203,-0.0000304608308921154852036520780
204,-0.0000302045493643016132421475157
205,-0.0000299516316581429830613445966
206,-0.0000297020177897753257171274467
207,-0.0000294556491250587496895313962
208,-0.0000292124683429456034844381596
209,-0.0000289724194000158029851499903
210,-0.0000287354474961275630211326525
211,-0.0000285014990411555937561023444
212,-0.0000282705216227815412741730743
213,-0.0000280424639752501119591588363
214,-0.0000278172759491348408867264518
215,-0.0000275949084820132540208274207
216,-0.0000273753135700437860211421611
217,-0.0000271584442404191349927375371
218,-0.0000269442545246638758792536762
219,-0.0000267326994327218994342003069
220,-0.0000265237349278419261824575501
221,-0.0000263173179022131502370284461
222,-0.0000261134061533189624051808491
223,-0.0000259119583610109393680927843
224,-0.0000257129340652634525644078317
225,-0.0000255162936445556366350974656
226,-0.0000253219982949188904307574710
227,-0.0000251300100095897262547147613
228,-0.0000249402915592458294001419110
229,-0.0000247528064728254044512806643
230,-0.0000245675190188925180209437328
231,-0.0000243843941875472368808367997
232,-0.0000242033976728423639389680817
233,-0.0000240244958557147366495800081
234,-0.0000238476557873775144174861050
235,-0.0000236728451732077715215791094
236,-0.0000235000323570861299194596059
237,-0.0000233291863061444284813852215
238,-0.0000231602765959784882156609897
239,-0.0000229932733962545705926408895
240,-0.0000228281474567017944697990361
241,-0.0000226648700935005090921020817
242,-0.0000225034131760715774347177423
243,-0.0000223437491141695336371759812
244,-0.0000221858508453794515967888067
245,-0.0000220296918229357619669419084
246,-0.0000218752460038477453503678763
247,-0.0000217224878373803798205897186
248,-0.0000215713922538198324094514751
249,-0.0000214219346535485530359981304
250,-0.0000212740908964165786817847584
251,-0.0000211278372913639796942746842
252,-0.0000209831505863574398573359383
253,-0.0000208400079585759223505329479
254,-0.0000206983870048315613948608217
255,-0.0000205582657322800733775116582
256,-0.0000204196225493359284499359904
257,-0.0000202824362568385354219419387
258,-0.0000201466860394492832049310403
259,-0.0000200123514572711964266949383
260,-0.0000198794124376631189352007064
261,-0.0000197478492672929859651400070
262,-0.0000196176425843543981093675322
263,-0.0000194887733710237858184170894
264,-0.0000193612229460721729598031785
265,-0.0000192349729576765722866792229
266,-0.0000191100053764096468102478347
267,-0.0000189863024884136030281402783
268,-0.0000188638468887253202012932155
269,-0.0000187426214747748462076291843
270,-0.0000186226094400425122783393264
271,-0.0000185037942678893079809201493
272,-0.0000183861597255022964376333147
273,-0.0000182696898580225004164879725
274,-0.0000181543689827860811942084515
275,-0.0000180401816837376704866797081
276,-0.0000179271128059501745535587583
277,-0.0000178151474502775821335796072
278,-0.0000177042709681618098043002827
279,-0.0000175944689565346785784697472
280,-0.0000174857272528547438114544856
281,-0.0000173780319302576080302671826
282,-0.0000172713692928201949029385139
283,-0.0000171657258709450534184423279
284,-0.0000170610884168472931089222177
285,-0.0000169574439001315110036601353
286,-0.0000168547795035002690724389364
287,-0.0000167530826185413997419697849
288,-0.0000166523408416162782819969113
289,-0.0000165525419698499557297578590
290,-0.0000164536739972058669448405268
291,-0.0000163557251106585306073091085
292,-0.0000162586836864402400128113756
293,-0.0000161625382863897066278524873
294,-0.0000160672776543592151865734825
295,-0.0000159728907127388289236190477
296,-0.0000158793665590219281363222057
297,-0.0000157866944624672821234824150
298,-0.0000156948638608387985526575513
299,-0.0000156038643572016210115622827
300,-0.0000155136857168120452197763089
301,-0.0000154243178640474502567326351
302,-0.0000153357508794289989164318904
303,-0.0000152479749967031175581408383
304,-0.0000151609805999803554421873876
305,-0.0000150747582209335630707977123
306,-0.0000149892985360769721676819899
307,-0.0000149045923640833435484436278
308,-0.0000148206306631705796914535749
309,-0.0000147374045285348244768050798
310,-0.0000146549051898525179053413663
311,-0.0000145731240088326125011846456
312,-0.0000144920524768025493472351663
313,-0.0000144116822123656903520455234
314,-0.0000143320049591139903536516637
315,-0.0000142530125833610488507827505
316,-0.0000141746970719503452567692369
317,-0.0000140970505300967829092808228
318,-0.0000140200651792744591849059711
319,-0.0000139437333551482191916732707
320,-0.0000138680475055477387081765589
321,-0.0000137930001884989221014596424
322,-0.0000137185840702644724677161395
323,-0.0000136447919234557038808546826
324,-0.0000135716166251656289922254646
325,-0.0000134990511551493974868321925
326,-0.0000134270885940268104631916862
327,-0.0000133557221215470433297675741
328,-0.0000132849450148655027423809900
329,-0.0000132147506468645107382051468
330,-0.0000131451324845100487118870391
331,-0.0000130760840872364314658660617
332,-0.0000130075991053705231985674740
333,-0.0000129396712785745729798977707
334,-0.0000128722944343356153955649662
335,-0.0000128054624864778529114595479
336,-0.0000127391694337062744112606624
337,-0.0000126734093581701710876822685
338,-0.0000126081764240605514224418500
339,-0.0000125434648762432546480926429
340,-0.0000124792690389158245855012782
341,-0.0000124155833142832620475608565
342,-0.0000123524021812588028503824353
343,-0.0000122897201941943442465987692
344,-0.0000122275319816468354429131256
345,-0.0000121658322451493735891848759
346,-0.0000121046157580089590622609140
347,-0.0000120438773641416797488914225
348,-0.0000119836119769151281217425243
349,-0.0000119238145780292547517407766
350,-0.0000118644802163900668333841985
351,-0.0000118056040070342534507473110
352,-0.0000117471811300647848061276984
353,-0.0000116892068295979084534765572
354,-0.0000116316764127375305159309621
355,-0.0000115745852485693309098523741
356,-0.0000115179287671767928587930870
357,-0.0000114617024586586192031968965
358,-0.0000114059018721883283476842178
359,-0.0000113505226150795797767198572
360,-0.0000112955603518595891508986180
361,-0.0000112410108033807355123338306
362,-0.0000111868697459257655571480803
363,-0.0000111331330103468373876334502
364,-0.0000110797964812209718197794530
365,-0.0000110268560959975051973020895
366,-0.0000109743078441870555280680632
367,-0.0000109221477665608893272226579
368,-0.0000108703719543534782492725280
369,-0.0000108189765484846497131897895
370,-0.0000107679577387968420505527905
371,-0.0000107173117633150515180569259
372,-0.0000106670349075001724701185980
373,-0.0000106171235035290266193776279
374,-0.0000105675739295839404492168214
375,-0.0000105183826091624379362805850
376,-0.0000104695460103943823402352015
377,-0.0000104210606453523254463583444
378,-0.0000103729230694061586674033546
379,-0.0000103251298805703290832229411
380,-0.0000102776777188683719234152610
381,-0.0000102305632657002198424763617
382,-0.0000101837832432332459581469666
383,-0.0000101373344137913284033652368
384,-0.0000100912135792716993474059239
385,-0.0000100454175805444417548650217
386,-0.0000099999432968912145577290122
387,-0.0000099547876454425565104762069
388,-0.0000099099475806107002618701004
389,-0.0000098654200935584463408154629
390,-0.0000098212022116541220380783300
391,-0.0000097772909979533106441948813
392,-0.0000097336835506750964491866180
393,-0.0000096903770026960817470783641
394,-0.0000096473685210506542414717955
395,-0.0000096046553064415343632467891
396,-0.0000095622345927521425545273777
397,-0.0000095201036465732863204915654
398,-0.0000094782597667360511547547292
399,-0.0000094367002838546809353274640
400,-0.0000093954225598708359162610581
401,-0.0000093544239876166116313306276
402,-0.0000093137019903663430062353303
403,-0.0000092732540214173575537000087
404,-0.0000092330775636609445235916837
405,-0.0000091931701291748406469673334
406,-0.0000091535292588075973395872244
407,-0.0000091141525217772449453463400
408,-0.0000090750375152778060549703410
409,-0.0000090361818640934857597798541
410,-0.0000089975832202093548841170898
411,-0.0000089592392624367593613136536
412,-0.0000089211476960469928170811217
413,-0.0000088833062524070249917852436
414,-0.0000088457126886173555283572015
415,-0.0000088083647871593780947731146
416,-0.0000087712603555465368200514036
417,-0.0000087343972259916935738189017
418,-0.0000086977732550666063326042841
419,-0.0000086613863233663544523741024
420,-0.0000086252343351902618764218025
421,-0.0000085893152182208720894889852
422,-0.0000085536269232041722306503202
423,-0.0000085181674236492840415175614
424,-0.0000084829347155100244198014980
425,-0.0000084479268168928913847935278
426,-0.0000084131417677607631362142640
427,-0.0000083785776296444288634341054
428,-0.0000083442324853482863728247234
429,-0.0000083101044386715578818874772
430,-0.0000082761916141307306528703961
431,-0.0000082424921566894137803251721
432,-0.0000082090042314852368610604060
433,-0.0000081757260235669806942301095
434,-0.0000081426557376299554786005630
435,-0.0000081097915977672185723187156
436,-0.0000080771318472031003212846786
437,-0.0000080446747480596412377835236
438,-0.0000080124185811010724405969897
439,-0.0000079803616454902828862591594
440,-0.0000079485022585589195906712844
441,-0.0000079168387555704121540329333
442,-0.0000078853694894884095237217576
443,-0.0000078540928307453524331177698
444,-0.0000078230071670276817925664537
445,-0.0000077921109030449295206350458
446,-0.0000077614024603181091131685389
447,-0.0000077308802769704799396214889
448,-0.0000077005428075079153152454390
449,-0.0000076703885226158339434758305
450,-0.0000076404159089528543452567454
451,-0.0000076106234689479330438846935
452,-0.0000075810097206074607647723608
453,-0.0000075515731973110484888276958
454,-0.0000075223124476309830839474633
455,-0.0000074932260351276217667781679
456,-0.0000074643125381748241660363307
457,-0.0000074355705497686889305824962
458,-0.0000074069986773476293707998958
459,-0.0000073785955426131743655955681
460,-0.0000073503597813515787257333424
461,-0.0000073222900432608928397422076
462,-0.0000072943849917889748176602322
463,-0.0000072666433039482712327454554
464,-0.0000072390636701584467121637666
465,-0.0000072116447940818832566295132
466,-0.0000071843853924605082896587633
467,-0.0000071572841949582546446739317
468,-0.0000071303399440001011054991751
469,-0.0000071035513946212162494850241
470,-0.0000070769173143115289958657815
471,-0.0000070504364828668927363564818
472,-0.0000070241076922406011024542461
473,-0.0000069979297463954593484159470
474,-0.0000069719014611622836772996451
475,-0.0000069460216640961909959684600
476,-0.0000069202891943332887960008247
477,-0.0000068947029024593295022360363
478,-0.0000068692616503633251283841609
479,-0.0000068439643111139536211385201
480,-0.0000068188097688218351193396283
481,-0.0000067937969185064098969576755
482,-0.0000067689246659747864304307313
483,-0.0000067441919276836765045715542
484,-0.0000067195976306255982764856931
485,-0.0000066951407121929666515504540
486,-0.0000066708201200711724324181620
487,-0.0000066466348121065240381427372
488,-0.0000066225837561884619619954384
489,-0.0000065986659301364982185621343
490,-0.0000065748803215832308122430706
491,-0.0000065512259278649547960457126
492,-0.0000065277017559013845481575951
493,-0.0000065043068220896238983448164
494,-0.0000064810401521913243406917267
495,-0.0000064579007812326332811176897
496,-0.0000064348877533911597293922967
497,-0.0000064120001218932653720519077
498,-0.0000063892369489103021694641439
499,-0.0000063665973054533625250763071
500,-0.000006344080271281896781795907
501,-0.000006321684934789027374461959
502,-0.000006299410392918397476760484
503,-0.000006277255751061976927456379
504,-0.000006255220122962624843016012
505,-0.000006233302630621942143948662
506,-0.000006211502404205308581475730
507,-0.000006189818581950631160883476
508,-0.000006168250310083455672002118
509,-0.000006146796742719724161995029
510,-0.000006125457041782549437229390
511,-0.000006104230376907562253458781
512,-0.000006083115925370584770235047
513,-0.000006062112871991686565468816
514,-0.000006041220409054616750467402
515,-0.000006020437736225160091157154
516,-0.000005999764060470211571597900
517,-0.000005979198595975846067705768
518,-0.000005958740564067233911069975
519,-0.000005938389193130146995212801
520,-0.000005918143718538120121808134
521,-0.000005898003382571727519964113
522,-0.000005877967434345283594417118
523,-0.000005858035129727888416122971
524,-0.000005838205731274699989276093
525,-0.000005818478508155045166383197
526,-0.000005798852736074245362349959
527,-0.000005779327697213248882672588
528,-0.000005759902680149612479081795
529,-0.000005740576979793023167913624
530,-0.000005721349897315316622937044
531,-0.000005702220740087213855606912
532,-0.000005683188821601679797733053
533,-0.000005664253461421150624023873
534,-0.000005645413985107185080363650
535,-0.000005626669724156810491528759
536,-0.000005608020015937118805080128
537,-0.000005589464203625227291253921
538,-0.000005571001636146797547768678
539,-0.000005552631668116662169675674
540,-0.000005534353659773729491291926
541,-0.000005516166976926263669616798
542,-0.000005498070990897644532903477
543,-0.000005480065078455107671097679
544,-0.000005462148621764512973212653
545,-0.000005444321008328447971406246
546,-0.000005426581630934558212240517
547,-0.000005408929887595706961029976
548,-0.000005391365181496998311462550
549,-0.000005373886920950071532413462
550,-0.000005356494519323136841288865
551,-0.000005339187395001744251615877
552,-0.000005321964971336699451398192
553,-0.000005304826676587608649710658
554,-0.000005287771943874346042966404
555,-0.000005270800211127516309974857
556,-0.000005253910921037417316486519
557,-0.000005237103521010051428825993
558,-0.000005220377463111957736806095
559,-0.000005203732204029713866077263
560,-0.000005187167205020305949571802
561,-0.000005170681931859979391449388
562,-0.000005154275854806885518990539
563,-0.000005137948448549990683602507
564,-0.000005121699192161928427592599
565,-0.000005105527569060534122885468
566,-0.000005089433066965671944535365
567,-0.000005073415177851930444552002
568,-0.000005057473397902736938777767
569,-0.000005041607227478575557098329
570,-0.000005025816171067280392765651
571,-0.000005010099737244460823480731
572,-0.000004994457438634100678482242
573,-0.000004978888791867230004053365
574,-0.000004963393317538256628999142
575,-0.000004947970540175843323714617
576,-0.000004932619988192679722105013
577,-0.000004917341193854766766713152
578,-0.000004902133693239099409361956
579,-0.000004886997026199021364679558
580,-0.000004871930736326787780053079
581,-0.000004856934370914209828004565
582,-0.000004842007480917096248122569
583,-0.000004827149620923878974038053
584,-0.000004812360349113258041503455
585,-0.000004797639227225503508238780
586,-0.000004782985820525061794372054
587,-0.000004768399697762818843726639
588,-0.000004753880431145890408597003
589,-0.000004739427596308032233219566
590,-0.000004725040772269039639514331
591,-0.000004710719541409117492661676
592,-0.000004696463489426652603509728
593,-0.000004682272205315626391507924
594,-0.000004668145281333063009814723
595,-0.000004654082312964053416992990
596,-0.000004640082898889006977220268
597,-0.000004626146640960351675369175
598,-0.000004612273144167016201087174
599,-0.000004598462016605955232824739
600,-0.000004584712869453520416222721
601,-0.000004571025316933650446630088
602,-0.000004557398976289899055615347
603,-0.000004543833467760783729782459
604,-0.000004530328414547014827550451
605,-0.000004516883442783926482161555
606,-0.000004503498181512278926112361
607,-0.000004490172262657981739282612
608,-0.000004476905320997757821598914
609,-0.000004463696994138398719572406
610,-0.000004450546922484613242289766
611,-0.000004437454749211948805462399
612,-0.000004424420120247397480994145
613,-0.000004411442684243642783711423
614,-0.000004398522092545607945003345
615,-0.000004385657999177076145842883
616,-0.000004372850060803351368209755
617,-0.000004360097936713939549914135
618,-0.000004347401288802310131431608
619,-0.000004334759781530918625308269
620,-0.000004322173081918484426379602
621,-0.000004309640859505962607380324
622,-0.000004297162786343696898067723
623,-0.000004284738536961743732444838
624,-0.000004272367788349447705731188
625,-0.000004260050219932506229780623
626,-0.000004247785513554297790543458
627,-0.000004235573353446296527632090
628,-0.000004223413426212216659474550
629,-0.000004211305420805663763101869
630,-0.000004199249028507988898813937
631,-0.000004187243942906038781253651
632,-0.000004175289859874072142969533
633,-0.000004163386477551220760841848
634,-0.000004151533496321237434180100
635,-0.000004139730618792748978733183
636,-0.000004127977549780354731580714
637,-0.000004116273996283995224931271
638,-0.000004104619667467701442464712
639,-0.000004093014274643015101538845
640,-0.000004081457531245393515178889
641,-0.000004069949152823828872291399
642,-0.000004058488857014012587408547
643,-0.000004047076363520335577900570
644,-0.000004035711394103570702090495
645,-0.000004024393672556609296068381
646,-0.000004013122924688301136466009
647,-0.000004001898878309083537190735
648,-0.000003990721263208267832983998
649,-0.000003979589811137589639416585
650,-0.000003968504255797350485290438
651,-0.000003957464332813636281001483
652,-0.000003946469779729995560154462
653,-0.000003935520335982133059259242
654,-0.000003924615742884280316891476
655,-0.000003913755743615839097748885
656,-0.000003902940083203122236938060
657,-0.000003892168508498948986237394
658,-0.000003881440768175631506634831
659,-0.000003870756612702182998870981
660,-0.000003860115794328098141944601
661,-0.000003849518067074837290258293
662,-0.000003838963186716578249995000
663,-0.000003828450910761212276355940
664,-0.000003817980998442015048071487
665,-0.000003807553210703004543861410
666,-0.000003797167310176723105746596
667,-0.000003786823061175487446385082
668,-0.000003776520229676436123411435
669,-0.000003766258583304698992125196
670,-0.000003756037891326287063466995
671,-0.000003745857924627974291753020
672,-0.000003735718455703867696584449
673,-0.000003725619258641070343269224
674,-0.000003715560109108191899987606
675,-0.000003705540784344795511564972
676,-0.000003695561063142687560978869
677,-0.000003685620725838217183319671
678,-0.000003675719554293309199351094
679,-0.000003665857331885502484635371
680,-0.000003656033843494495236287381
681,-0.000003646248875495896893632974
682,-0.000003636502215736264128610370
683,-0.000003626793653530872293537553
684,-0.000003617122979646747238859076
685,-0.000003607489986295588439712488
686,-0.000003597894467115044219337626
687,-0.000003588336217162494023997183
688,-0.000003578815032896936192106008
689,-0.000003569330712175773212457705
690,-0.000003559883054237962425230289
691,-0.000003550471859688340298911737
692,-0.000003541096930497394702961752
693,-0.000003531758069981949744587252
694,-0.000003522455082797373472847556
695,-0.000003513187774919755242781822
696,-0.000003503955953647010294058868
697,-0.000003494759427581448289206226
698,-0.000003485598006613813832308514
699,-0.000003476471501925214082119448
700,-0.000003467379725964511164896855
701,-0.000003458322492445855124199125
702,-0.000003449299616334411327606170
703,-0.000003440310913836268978745402
704,-0.000003431356202392410416241443
705,-0.000003422435300665294581545043
706,-0.000003413548028529010660979317
707,-0.000003404694207057591102203274
708,-0.000003395873658523889507544467
709,-0.000003387086206376876100063411
710,-0.000003378331675244101283618350
711,-0.000003369609890913319689015400
712,-0.000003360920680330209507675765
713,-0.000003352263871585039187412637
714,-0.000003343639293903877402430685
715,-0.000003335046777640730122619690
716,-0.000003326486154268370593902241
717,-0.000003317957256367576719551158
718,-0.000003309459917620983987068111
719,-0.000003300993972802573542648553
720,-0.000003292559257768877316847759
721,-0.000003284155609450798288991780
722,-0.000003275782865846625138102438
723,-0.000003267440866012431657690876
724,-0.000003259129450051912339731043
725,-0.000003250848459112564160866386
726,-0.000003242597735370055556422509
727,-0.000003234377122029382726722581
728,-0.000003226186463310433663585248
729,-0.000003218025604441247307869796
730,-0.000003209894391653246291580758
731,-0.000003201792672167432987778539
732,-0.000003193720294191053537103783
733,-0.000003185677106910162903927566
734,-0.000003177662960479622806477386
735,-0.000003169677706018106270505589
736,-0.000003161721195596163499726590
737,-0.000003153793282235391644095157
738,-0.000003145893819896556067916960
739,-0.000003138022663472010287319276
740,-0.000003130179668783007332454563
741,-0.000003122364692563960128920744
742,-0.000003114577592466498269573557
743,-0.000003106818227042733500459320
744,-0.000003099086455745428679140496
745,-0.000003091382138917500103884838
746,-0.000003083705137782285713357362
747,-0.000003076055314444493174544453
748,-0.000003068432531878838715630184
749,-0.000003060836653919906088517640
750,-0.000003053267545263314238575164
751,-0.000003045725071453465017627299
752,-0.000003038209098880182117814787
753,-0.000003030719494771294102576231
754,-0.000003023256127184050291215279
755,-0.000003015818865001883174134432
756,-0.000003008407577925857609888449
757,-0.000003001022136474536626065266
758,-0.000002993662411968253311255449
759,-0.000002986328276529041743310271
760,-0.000002979019603073117277503284
761,-0.000002971736265305689058422580
762,-0.000002964478137717693813843232
763,-0.000002957245095570728483478145
764,-0.000002950037014902560575536297
765,-0.000002942853772513565348960631
766,-0.000002935695245962430745826799
767,-0.000002928561313564474269977722
768,-0.000002921451854382961049557579
769,-0.000002914366748225305760262626
770,-0.000002907305875629425795884158
771,-0.000002900269117869806696337772
772,-0.000002893256356948715484239060
773,-0.000002886267475587636998427751
774,-0.000002879302357221337664693334
775,-0.000002872360885995907800170014
776,-0.000002865442946764460167886215
777,-0.000002858548425079919920882712
778,-0.000002851677207187625744637674
779,-0.000002844829180025102210299818
780,-0.000002838004231213163632486053
781,-0.000002831202249050622792334595
782,-0.000002824423122514251931524137
783,-0.000002817666741246905108737582
784,-0.000002810932995558461798895264
785,-0.000002804221776418676886579345
786,-0.000002797532975451831333873426
787,-0.000002790866484934023511320356
788,-0.000002784222197786250222537523
789,-0.000002777600007568879227546156
790,-0.000002770999808478391422269785
791,-0.000002764421495347707111523718
792,-0.000002757864963631213340379459
793,-0.000002751330109409313156736095
794,-0.000002744816829381734562324982
795,-0.000002738325020856768982135927
796,-0.000002731854581756319652786193
797,-0.000002725405410607998114010056
798,-0.000002718977406537487418106619
799,-0.000002712570469266089727901497
800,-0.000002706184499109871291198823
801,-0.000002699819396972554248422602
802,-0.000002693475064338732039492545
803,-0.000002687151403276291173227091
804,-0.000002680848316425337145352286
805,-0.000002674565706998063790011867
806,-0.000002668303478775740054889915
807,-0.000002662061536101148556396484
808,-0.000002655839783874495666604023
809,-0.000002649638127554513403184414
810,-0.000002643456473152669214309284
811,-0.000002637294727222007560459728
812,-0.000002631152796865338083304449
813,-0.000002625030589719917186655835
814,-0.000002618928013962731087446512
815,-0.000002612844978303706247865132
816,-0.000002606781391977082531763758
817,-0.000002600737164745985454269382
818,-0.000002594712206891948360487495
819,-0.000002588706429214944094980574
820,-0.000002582719743030026995685185
821,-0.000002576752060161628709083978
822,-0.000002570803292940789335187701
823,-0.000002564873354200825915820299
824,-0.000002558962157276574369654268
825,-0.000002553069615998613329469406
826,-0.000002547195644689811994892545
827,-0.000002541340158164009100288527
828,-0.000002535503071719649208158718
829,-0.000002529684301138474423100403
830,-0.000002523883762680883421821022
831,-0.000002518101373083795608984043
832,-0.000002512337049558199745805814
833,-0.000002506590709782002950751566
834,-0.000002500862271901867040745498
835,-0.000002495151654527694883948157
836,-0.000002489458776727027244470989
837,-0.000002483783558026846354806920
838,-0.000002478125918407083414486335
839,-0.000002472485778295647460245145
840,-0.000002466863058573659051731345
