Matrix size,Eigenvalue 1,Adjusted Eigenvalue,Log(Adjusted Eigenvalue),Log(Eigenvalue 1)
38,0.500000549213469502074244586126756210,5.49213469502074244586126756210E-7,-6.260258820199499751879557152278721332550048828125,-0.301029518623484815265101133263669908046722412109375
39,0.500000508285618143796129010978791630,5.08285618143796129010978791630E-7,-6.29389217841288228783014346845448017120361328125,-0.30102955417292720508015690938918851315975189208984375
40,0.500000471325671421628220732496706711,4.71325671421628220732496706711E-7,-6.326678905130819430269184522330760955810546875,-0.301029586275897653724342717396211810410022735595703125
41,0.500000437864171197272015455877817201,4.37864171197272015455877817201E-7,-6.35866059006231498784700306714512407779693603515625,-0.3010296153401610386168840705067850649356842041015625
42,0.500000407496768541233906735593610504,4.07496768541233906735593610504E-7,-6.38987583087560029326823496376164257526397705078125,-0.30102964171692947470404533305554650723934173583984375
43,0.500000379873927050613264678947554666,3.79873927050613264678947554666E-7,-6.420360513569864480132309836335480213165283203125,-0.30102966570980582705630013151676394045352935791015625
44,0.500000354692445993451223549626800532,3.54692445993451223549626800532E-7,-6.45014806074794666557181699317879974842071533203125,-0.301029687582146376900738005133462138473987579345703125
45,0.500000331688449270504869212029953557,3.31688449270504869212029953557E-7,-6.47926965210254568461323287920095026493072509765625,-0.3010297075631502838888309270259924232959747314453125
46,0.500000310631561081523751457248079302,3.10631561081523751457248079302E-7,-6.50775442076715382455631697666831314563751220703125,-0.301029725852919260997708761351532302796840667724609375
47,0.500000291320047010758052649987422802,2.91320047010758052649987422802E-7,-6.5356296286350019641986364149488508701324462890625,-0.301029742626677199179852095767273567616939544677734375
48,0.500000273576744162796904255769240017,2.73576744162796904255769240017E-7,-6.56292082329342552071693717152811586856842041015625,-0.301029758038305506051557358659920282661914825439453125
49,0.500000257245639067094701477854181989,2.57245639067094701477854181989E-7,-6.58965197884016529172868104069493710994720458984375,-0.30102977222331561701906821326701901853084564208984375
50,0.500000242188979628340553906490179497,2.42188979628340553906490179497E-7,-6.61584562252859686992678689421154558658599853515625,-0.3010297853013572666469599425909109413623809814453125
51,0.500000228284829158600065763982180647,2.28284829158600065763982180647E-7,-6.64152294891986816338658172753639519214630126953125,-0.30102979737834323348266707398579455912113189697265625
52,0.500000215424987792532593916084191259,2.15424987792532593916084191259E-7,-6.6667039229925126875286878203041851520538330078125,-0.301029808548254618205675114950281567871570587158203125
53,0.500000203513220352578262092504081371,2.03513220352578262092504081371E-7,-6.69140737346734670865089356084354221820831298828125,-0.30102981889467994580655840763938613235950469970703125
54,0.500000192463740756719384084167731588,1.92463740756719384084167731588E-7,-6.7156510774413451514419648447073996067047119140625,-0.3010298284921322231610929520684294402599334716796875
55,0.500000182199911931586459365384907505,1.82199911931586459365384907505E-7,-6.7394518372841805131656656158156692981719970703125,-0.301029837407177314201334183962899260222911834716796875
56,0.500000172653127359987120454616280717,1.72653127359987120454616280717E-7,-6.76282555063115342619539660518057644367218017578125,-0.301029845699406106707129993083071894943714141845703125
57,0.500000163761846205299669128277756524,1.63761846205299669128277756524E-7,-6.7857872742033027435581971076317131519317626953125,-0.30102985342227217557820040383376181125640869140625
58,0.500000155470758689531631937583250768,1.55470758689531631937583250768E-7,-6.808351282096733569915159023366868495941162109375,-0.30102986062381698051382272751652635633945465087890625
59,0.500000147730062272047867281368009311,1.47730062272047867281368009311E-7,-6.83053111910664778605450919712893664836883544921875,-0.3010298673472984187782230947050265967845916748046875
60,0.500000140494832351282903617342651668,1.40494832351282903617342651668E-7,-6.852339649585207581594659131951630115509033203125,-0.30102987363173749901790188232553191483020782470703125
61,0.500000133724473826091392999559610364,1.33724473826091392999559610364E-7,-6.87378910227478190364536203560419380664825439453125,-0.30102987951239457142804667455493472516536712646484375
62,0.500000127382242013162611492941968250,1.27382242013162611492941968250E-7,-6.89489111150801203820037699188105762004852294921875,-0.301029885021185716897917927781236357986927032470703125
63,0.500000121434823207009667038144858580,1.21434823207009667038144858580E-7,-6.91565675512243149825053478707559406757354736328125,-0.3010298901870467336294723281753249466419219970703125
64,0.500000115851966657415471446893516821,1.15851966657415471446893516821E-7,-6.93609658939913487074591103009879589080810546875,-0.301029895036253158924210993063752539455890655517578125
65,0.500000110606160980512809384599792569,1.10606160980512809384599792569E-7,-6.9562206813015006190425992826931178569793701171875,-0.301029899592701044586107173017808236181735992431640625
66,0.500000105672349057974029833492307782,1.05672349057974029833492307782E-7,-6.97603863826056613817172546987421810626983642578125,-0.301029903878154703189551355535513721406459808349609375
67,0.500000101027676349771450631374010658,1.01027676349771450631374010658E-7,-6.9955596357277638475125058903358876705169677734375,-0.301029907912465366504051189622259698808193206787109375
68,0.500000096651268278629280856961518241,9.6651268278629280856961518241E-8,-7.014792442692890261923821526579558849334716796875,-0.301029911713764308789365031771012581884860992431640625
69,0.500000092524032962245885874781415368,9.2524032962245885874781415368E-8,-7.03374544534503787218682191451080143451690673828125,-0.301029915298634709319713920194772072136402130126953125
70,0.500000088628486091936042097312646303,8.8628486091936042097312646303E-8,-7.0524266690363486276282856124453246593475341796875,-0.301029918682263086804340446178684942424297332763671875
71,0.500000084948595199366302481878132422,8.4948595199366302481878132422E-8,-7.0708437986926160334633095772005617618560791015625,-0.301029921878575190685722873240592889487743377685546875
72,0.500000081469640929562096795035426639,8.1469640929562096795035426639E-8,-7.08900419780072876818621807615272700786590576171875,-0.30102992490035596073738588529522530734539031982421875
73,0.500000078178093259101197278668604438,7.8178093259101197278668604438E-8,-7.1069149260903810016998249921016395092010498046875,-0.301029927759357496253045383127755485475063323974609375
74,0.500000075061500872266589787458366777,7.5061500872266589787458366777E-8,-7.12458275601637236462693181238137185573577880859375,-0.301029930466394812782482404145412147045135498046875
75,0.500000072108392142288892021645837502,7.2108392142288892021645837502E-8,-7.1420141881378231829557989840395748615264892578125,-0.3010299330314321064605564970406703650951385498046875
76,0.500000069308186365799385753060856144,6.9308186365799385753060856144E-8,-7.15921546548173193258435276220552623271942138671875,-0.30102993546365952592935855136602185666561126708984375
77,0.500000066651114071355437441889789633,6.6651114071355437441889789633E-8,-7.1761925869703251379405628540553152561187744140625,-0.30102993777156294985530848862254060804843902587890625
78,0.500000064128145371667646855369323205,6.4128145371667646855369323205E-8,-7.1929513199844876680799643509089946746826171875,-0.3010299399629854377735682646743953227996826171875
79,0.500000061730925457536661043382175395,6.1730925457536661043382175395E-8,-7.2094972121291380773300261353142559528350830078125,-0.301029942045183906973448983990238048136234283447265625
80,0.500000059451716442508056121926007304,5.9451716442508056121926007304E-8,-7.22583560226061738518410493270494043827056884765625,-0.30102994402487948111257765049231238663196563720703125
81,0.500000057283344863411122293332301283,5.7283344863411122293332301283E-8,-7.24197163083096295821405874448828399181365966796875,-0.30102994590830289833860433645895682275295257568359375
82,0.500000055219154225400969560975224191,5.5219154225400969560975224191E-8,-7.257910249599223817540405434556305408477783203125,-0.301029947701235867096869469605735503137111663818359375
83,0.500000053252962052682312805239658201,5.3252962052682312805239658201E-8,-7.27365623075574063705062144435942173004150390625,-0.301029949409048536157484932118677534162998199462890625
84,0.500000051379020969290991539257838141,5.1379020969290991539257838141E-8,-7.2892141755014652204636149690486490726470947265625,-0.3010299510367329123283752778661437332630157470703125
85,0.500000049591983389447939229570412841,4.9591983389447939229570412841E-8,-7.30458852212091880318212133715860545635223388671875,-0.30102995258893383567766477426630444824695587158203125
86,0.500000047886869445188194459699170764,4.7886869445188194459699170764E-8,-7.31978355358423993237693139235489070415496826171875,-0.301029954069976846131595493716304190456867218017578125
87,0.500000046259037821149794201421570488,4.6259037821149794201421570488E-8,-7.33480340471090297427281257114373147487640380859375,-0.3010299554838933300260350733879022300243377685546875
88,0.500000044704159203391159510692290187,4.4704159203391159510692290187E-8,-7.34965206892509304026361860451288521289825439453125,-0.3010299568344436682565401497413404285907745361328125
89,0.500000043218192081582268418134453213,4.3218192081582268418134453213E-8,-7.36433340463035879253084203810431063175201416015625,-0.301029958125138108471219311468303203582763671875
90,0.500000041797360672476946253986043577,4.1797360672476946253986043577E-8,-7.3788511412290009872094742604531347751617431640625,-0.301029959359256527040571427278337068855762481689453125
91,0.500000040438134757730238785832090742,4.0438134757730238785832090742E-8,-7.3932088848097041733353762538172304630279541015625,-0.30102996053986508240285502324695698916912078857421875
92,0.500000039137211251314272593306457056,3.9137211251314272593306457056E-8,-7.40741012352510086458323712577112019062042236328125,-0.30102996166983275738715519764809869229793548583984375
93,0.500000037891497331385933784674075802,3.7891497331385933784674075802E-8,-7.42145823267934989786454025306738913059234619140625,-0.3010299627518460141573086730204522609710693359375
94,0.500000036698094988796337570020892866,3.6698094988796337570020892866E-8,-7.43535647954428657868675145437009632587432861328125,-0.30102996378842206137704806678812019526958465576171875
95,0.500000035554286859787580402780469476,3.5554286859787580402780469476E-8,-7.44910802792134063565754331648349761962890625,-0.30102996478192112217442399924038909375667572021484375
96,0.500000034457523224041081964372897085,3.4457523224041081964372897085E-8,-7.46271594246516212223241382162086665630340576171875,-0.30102996573455775841665627012844197452068328857421875
97,0.500000033405410061336013719708200640,3.3405410061336013719708200640E-8,-7.47618319278373011371741085895337164402008056640625,-0.30102996664841163987347272268380038440227508544921875
98,0.500000032395698070830224157338112912,3.2395698070830224157338112912E-8,-7.48951265732868254332288415753282606601715087890625,-0.301029967525436259467852551097166724503040313720703125
99,0.500000031426272566550104470526651511,3.1426272566550104470526651511E-8,-7.50270712708860454398518413654528558254241943359375,-0.30102996836746853670518930812249891459941864013671875
100,0.500000030495144171209816816711405128,3.0495144171209816816711405128E-8,-7.51576930909713514239456344512291252613067626953125,-0.301029969176236311678707124883658252656459808349609375
101,0.500000029600440238096307439422043493,2.9600440238096307439422043493E-8,-7.528701829766934139342993148602545261383056640625,-0.30102996995336628316408678074367344379425048828125
102,0.500000028740396937561162767644263539,2.8740396937561162767644263539E-8,-7.5415072380597596435336527065373957157135009765625,-0.3010299707003902813795548354391939938068389892578125
103,0.500000027913351950747118220624031718,2.7913351950747118220624031718E-8,-7.5541880085022565793906323960982263088226318359375,-0.30102997141875242892439246134017594158649444580078125
104,0.500000027117737718627644540963201923,2.7117737718627644540963201923E-8,-7.5667465440563557166342434356920421123504638671875,-0.301029972109814136782546256654313765466213226318359375
105,0.500000026352075199324427580080301821,2.6352075199324427580080301821E-8,-7.57918517885263565148079578648321330547332763671875,-0.30102997277486009952696122127235867083072662353515625
106,0.500000025614968091052804689600350832,2.5614968091052804689600350832E-8,-7.59150618079440686614134392584674060344696044921875,-0.301029973415103235812040338714723475277423858642578125
107,0.500000024905097481984885779851172661,2.4905097481984885779851172661E-8,-7.6037117540397982651256825192831456661224365234375,-0.30102997403168896273228938298416323959827423095703125
108,0.500000024221216891863129733986812657,2.4221216891863129733986812657E-8,-7.61580404136864164144071764894761145114898681640625,-0.301029974625699969781322806738899089395999908447265625
109,0.500000023562147673386691754601211704,2.3562147673386691754601211704E-8,-7.62778512644049744295671189320273697376251220703125,-0.3010299751981602156547523918561637401580810546875
110,0.500000022926774744267066519094230662,2.2926774744267066519094230662E-8,-7.63965703594979839152756539988331496715545654296875,-0.301029975750038147896958662386168725788593292236328125
111,0.500000022314042623442127336979862283,2.2314042623442127336979862283E-8,-7.65142174168366206998825873597525060176849365234375,-0.30102997628225047765937461008434183895587921142578125
112,0.500000021722951747278419063445482226,2.1722951747278419063445482226E-8,-7.66308116248761361788410795270465314388275146484375,-0.30102997679566545485840833862312138080596923828125
113,0.500000021152555043706987922733865579,2.1152555043706987922733865579E-8,-7.674637166144126609879094758071005344390869140625,-0.30102997729110569924415585774113424122333526611328125
114,0.500000020601954744151549632949521060,2.0601954744151549632949521060E-8,-7.68609157116855623570472744177095592021942138671875,-0.301029977769351086980265108650201000273227691650390625
115,0.500000020070299414840266383001895029,2.0070299414840266383001895029E-8,-7.69744614852681596772754346602596342563629150390625,-0.3010299782311409710899852143484167754650115966796875
116,0.500000019556781190662358061202672314,1.9556781190662358061202672314E-8,-7.7087026232788335988743710913695394992828369140625,-0.301029978677177234569484198800637386739253997802734375
117,0.500000019060633196154680270402103844,1.9060633196154680270402103844E-8,-7.7198626761516155880826772772707045078277587890625,-0.301029979108125900211234693415462970733642578125
118,0.500000018581127139495981900873057159,1.8581127139495981900873057159E-8,-7.73092794504548930234477666090242564678192138671875,-0.301029979524619462072365649873972870409488677978515625
119,0.500000018117571066560900160787522947,1.8117571066560900160787522947E-8,-7.74190002647692754322861219407059252262115478515625,-0.301029979927259161431862821700633503496646881103515625
120,0.500000017669307263153560565670806116,1.7669307263153560565670806116E-8,-7.75278047696110750308662318275310099124908447265625,-0.30102998031661620803589585193549282848834991455078125
121,0.500000017235710294512388687528754196,1.7235710294512388687528754196E-8,-7.76357081433721152308180535328574478626251220703125,-0.3010299806932337229881113671581260859966278076171875
122,0.500000016816185172062756232538976436,1.6816185172062756232538976436E-8,-7.77427251903929406040560934343375265598297119140625,-0.30102998105762857061762360899592749774456024169921875
123,0.500000016410165638200745046250051234,1.6410165638200745046250051234E-8,-7.7848870353153696299841612926684319972991943359375,-0.301029981410292635235492753054131753742694854736328125
124,0.500000016017112560627151361713025062,1.6017112560627151361713025062E-8,-7.795415772397237930135815986432135105133056640625,-0.30102998175169426442465692161931656301021575927734375
125,0.500000015636512428422560396510671693,1.5636512428422560396510671693E-8,-7.8058601056234113713117039878852665424346923828125,-0.30102998208227926824065434630028903484344482421875
126,0.500000015267875942667985513887364329,1.5267875942667985513887364329E-8,-7.81622137751738588207217617309652268886566162109375,-0.301029982402472862101916462052031420171260833740234375
127,0.500000014910736694976586154239881835,1.4910736694976586154239881835E-8,-7.8265008988233741860085501684807240962982177734375,-0.3010299827126801108789777572383172810077667236328125
128,0.500000014564649927815263489300890543,1.4564649927815263489300890543E-8,-7.8366999495014848520213490701280534267425537109375,-0.3010299830132872056509540925617329776287078857421875
129,0.500000014229191370964867848369178773,1.4229191370964867848369178773E-8,-7.84681977968425758973580741439945995807647705078125,-0.301029983304662795973172251251526176929473876953125
130,0.500000013903956148898302975413840660,1.3903956148898302975413840660E-8,-7.8568616105963240414666870492510497570037841796875,-0.301029983587158544988682251641876064240932464599609375
131,0.500000013588557754250556307124481353,1.3588557754250556307124481353E-8,-7.8668266354388993732982271467335522174835205078125,-0.301029983861110073117828278554952703416347503662109375
132,0.500000013282627082916841148232749430,1.3282627082916841148232749430E-8,-7.8767160202406980573641703813336789608001708984375,-0.301029984126838012770122077199630439281463623046875
133,0.500000012985811526647524208733384883,1.2985811526647524208733384883E-8,-7.88653090467679707131765098893083631992340087890625,-0.301029984384648729989208959523239172995090484619140625
134,0.500000012697774119313952228206369318,1.2697774119313952228206369318E-8,-7.89627240285688269949559980886988341808319091796875,-0.301029984634834824053228885532007552683353424072265625
135,0.500000012418192733300084972494336105,1.2418192733300084972494336105E-8,-7.90594160408424073693822720088064670562744140625,-0.30102998487767618218668985718977637588977813720703125
136,0.500000012146759322733118553691161853,1.2146759322733118553691161853E-8,-7.915539573586794830362123320810496807098388671875,-0.301029985113440201605072843449306674301624298095703125
137,0.500000011883179210504022008317657186,1.1883179210504022008317657186E-8,-7.9250673532214026550946073257364332675933837890625,-0.301029985342383010760158867924474179744720458984375
138,0.500000011627170416247864800818587284,1.1627170416247864800818587284E-8,-7.9345259621525912052675266750156879425048828125,-0.3010299855647493583177265463746152818202972412109375
139,0.500000011378463022655592866197871412,1.1378463022655592866197871412E-8,-7.9439163975068272094404164818115532398223876953125,-0.3010299857807738899140304056345485150814056396484375
140,0.500000011136798577674984406537598446,1.1136798577674984406537598446E-8,-7.95323963500337516308036356349475681781768798828125,-0.301029985990680926111195958583266474306583404541015625
141,0.500000010901929530330196101092904339,1.0901929530330196101092904339E-8,-7.96249662956273862590705903130583465099334716796875,-0.30102998619468557262024432930047623813152313232421875
142,0.500000010673618698047811002525158871,1.0673618698047811002525158871E-8,-7.971688315893647569509994355030357837677001953125,-0.3010299863929939423456971780979074537754058837890625
143,0.500000010451638763523710617397829728,1.0451638763523710617397829728E-8,-7.98081560905946840733804492629133164882659912109375,-0.301029986585803210896727932777139358222484588623046875
144,0.500000010235771799300420901198439714,1.0235771799300420901198439714E-8,-7.98987940502492133276746244519017636775970458984375,-0.301029986773302893343640107559622265398502349853515625
145,0.500000010025808818349729159106885218,1.0025808818349729159106885218E-8,-7.99888058118390521400442594313062727451324462890625,-0.301029986955674344617506221766234375536441802978515625
146,0.500000009821549349071166199174256901,9.821549349071166199174256901E-9,-8.0078199968692160837235860526561737060546875,-0.301029987133091925244343656231649219989776611328125
147,0.500000009622801033224158154063106859,9.622801033224158154063106859E-9,-8.0166984938448901942820157273672521114349365234375,-0.3010299873057225017447535719838924705982208251953125
148,0.500000009429379245410955391085415530,9.429379245410955391085415530E-9,-8.0255168967818946157422033138573169708251953125,-0.301029987473726501345794304143055342137813568115234375
149,0.500000009241106732819485233260251077,9.241106732819485233260251077E-9,-8.0342760137178128587720493669621646404266357421875,-0.301029987637257911980981361921294592320919036865234375
150,0.500000009057813274020615156271351267,9.057813274020615156271351267E-9,-8.0429766365011889917013832018710672855377197265625,-0.3010299877964646153571948161697946488857269287109375
151,0.500000008879335355693492338894251525,8.879335355693492338894251525E-9,-8.0516195412211377657740740687586367130279541015625,-0.301029987951488553488132993152248673141002655029296875
152,0.500000008705515866226117799434057107,8.705515866226117799434057107E-9,-8.0602054886227758601080495282076299190521240234375,-0.30102998810246628380582478712312877178192138671875
153,0.500000008536203805206568514852095756,8.536203805206568514852095756E-9,-8.068735224509083536759135313332080841064453125,-0.301029988249528812627175966554204933345317840576171875
154,0.500000008371254007883696688778709401,8.371254007883696688778709401E-9,-8.0772094801296656640943183447234332561492919921875,-0.30102998839280237231008641174412332475185394287109375
155,0.500000008210526883735088628588617746,8.210526883735088628588617746E-9,-8.085628972556975213592522777616977691650390625,-0.301029988532408199208845189787098206579685211181640625
156,0.500000008053888168334896331913351587,8.053888168334896331913351587E-9,-8.09399440505044509563958854414522647857666015625,-0.301029988668462811229886710862047038972377777099609375
157,0.500000007901208687765170460059208455,7.901208687765170460059208455E-9,-8.1023064674090026215935722575522959232330322265625,-0.301029988801078562943303040810860693454742431640625
158,0.500000007752364134861820832163211813,7.752364134861820832163211813E-9,-8.1105658363124160104007387417368590831756591796875,-0.3010299889303633680270877448492683470249176025390625
159,0.500000007607234856630562005998292111,7.607234856630562005998292111E-9,-8.1187731756518815018353052437305450439453125,-0.301029989056421032334043275113799609243869781494140625
160,0.500000007465705652209419780649435398,7.465705652209419780649435398E-9,-8.12692913685027207293387618847191333770751953125,-0.3010299891793517534921420519822277128696441650390625
161,0.500000007327665580792796664522777177,7.327665580792796664522777177E-9,-8.1350343591724136871334849274717271327972412109375,-0.301029989299251787837619076526607386767864227294921875
162,0.500000007193007778967928798716244380,7.193007778967928798716244380E-9,-8.14308947002577809826107113622128963470458984375,-0.301029989416214116548786705607199110090732574462890625
163,0.500000007061629286947999320975132071,7.061629286947999320975132071E-9,-8.151095085251927940817040507681667804718017578125,-0.30102998953032800155682480180985294282436370849609375
164,0.500000006933430883217382274137835379,6.933430883217382274137835379E-9,-8.1590518094090658252071079914458096027374267578125,-0.301029989641679762701897971055586822330951690673828125
165,0.500000006808316927133635224854514837,6.808316927133635224854514837E-9,-8.1669602360460178402945530251599848270416259765625,-0.301029989750352278132794481280143372714519500732421875
166,0.500000006686195209058085236117844698,6.686195209058085236117844698E-9,-8.174820947967926798582993797026574611663818359375,-0.30102998985642581697419473130139522254467010498046875
167,0.500000006566976807612299859399209399,6.566976807612299859399209399E-9,-8.1826345174940087190407211892306804656982421875,-0.301029989959977595237461400756728835403919219970703125
168,0.500000006450575953681526836405161153,6.450575953681526836405161153E-9,-8.1904015067075963685283568338491022586822509765625,-0.301029990061082164398698068907833658158779144287109375
169,0.500000006336909900808444202588873543,6.336909900808444202588873543E-9,-8.1981224676987931587746061268262565135955810546875,-0.301029990159811244865295520867221057415008544921875
170,0.500000006225898801641386649232194807,6.225898801641386649232194807E-9,-8.205797942799971878002907033078372478485107421875,-0.30102999025623422557629282891866751015186309814453125
171,0.500000006117465590120711299267799145,6.117465590120711299267799145E-9,-8.2134284648143793816643665195442736148834228515625,-0.3010299903504181084912261212593875825405120849609375
172,0.500000006011535869105224873603779298,6.011535869105224873603779298E-9,-8.2210145572380799450229460489936172962188720703125,-0.301029990442427564101279813257860951125621795654296875
173,0.500000005908037803157698966592620730,5.908037803157698966592620730E-9,-8.2285567344754806384798939689062535762786865234375,-0.301029990532324764895832913680351339280605316162109375
174,0.500000005806902016224534505380884752,5.806902016224534505380884752E-9,-8.2360555020486483357444740249775350093841552734375,-0.301029990620170162518576262300484813749790191650390625
175,0.500000005708061493959665192422274495,5.708061493959665192422274495E-9,-8.24351135680064572852643323130905628204345703125,-0.301029990706022043678302679836633615195751190185546875
176,0.500000005611451490456891800923791481,5.611451490456891800923791481E-9,-8.2509247870930710888615067233331501483917236328125,-0.301029990789936363615453274178435094654560089111328125
177,0.500000005517009439168065510186067346,5.517009439168065510186067346E-9,-8.2582962729980149418906876235269010066986083984375,-0.301029990871967745302839603027678094804286956787109375
178,0.500000005424674867796956890277810336,5.424674867796956890277810336E-9,-8.265626286484621942918238346464931964874267578125,-0.301029990952168535756072742515243589878082275390625
179,0.500000005334389316970306118526082755,5.334389316970306118526082755E-9,-8.27291529160041960722082876600325107574462890625,-0.3010299910305895831896805248106829822063446044921875
180,0.500000005246096262498501431840236534,5.246096262498501431840236534E-9,-8.2801637446476181736443322733975946903228759765625,-0.301029991107279959461351381833082996308803558349609375
181,0.500000005159741041048623992688046461,5.159741041048623992688046461E-9,-8.2873720943545290396059499471448361873626708984375,-0.301029991182287071094236807766719721257686614990234375
182,0.500000005075270779062269941844811521,5.075270779062269941844811521E-9,-8.2945407820422527578330118558369576930999755859375,-0.301029991255657047855009977865847758948802947998046875
183,0.500000004992634324759656539646620209,4.992634324759656539646620209E-9,-8.301670241786826665020271320827305316925048828125,-0.3010299913274341321312022046186029911041259765625
184,0.500000004911782183080073799508843583,4.911782183080073799508843583E-9,-8.3087609005769547110276107559911906719207763671875,-0.30102999139766140057616894409875385463237762451171875
