Coefficient,Difference,Log(Difference)
0.213745264354646,0.00835918665715520052726736308458507965978514906079,-2.07783597704583566923020043759606778621673583984375
0.2136370943349333,0.00825101663744250052726736308458507965978514906079,-2.083492537167696667665950371883809566497802734375
0.2135331737450686,0.00814709604757780052726736308458507965978514906079,-2.088997163683568913938870537094771862030029296875
0.2134332353120499,0.00804715761455910052726736308458507965978514906079,-2.0943574923398866616253144457004964351654052734375
0.2133370339989243,0.00795095630143350052726736308458507965978514906079,-2.099580633424220632576862044516019523143768310546875
0.2132443456262724,0.00785826792878160052726736308458507965978514906079,-2.104673167938603928206475757178850471973419189453125
0.2131549637943084,0.00776888609681760052726736308458507965978514906079,-2.109641245894676497840691808960400521755218505859375
0.2130686985231001,0.00768262082560930052726736308458507965978514906079,-2.1144906008102424266326124779880046844482421875
0.2129853745985939,0.00759929690110310052726736308458507965978514906079,-2.1192265874687539195520002976991236209869384765625
0.2129048300789408,0.00751875238145000052726736308458507965978514906079,-2.1238542177599128990550525486469268798828125
0.2128269151188369,0.00744083742134610052726736308458507965978514906079,-2.128378184480538504175228808890096843242645263671875
0.2127514907612471,0.00736541306375630052726736308458507965978514906079,-2.132802892232121383386811430682428181171417236328125
0.2126784280291683,0.00729235033167750052726736308458507965978514906079,-2.137132475582109503164929265039972960948944091796875
0.2126076069840854,0.00722152928659460052726736308458507965978514906079,-2.141370823150523516886778452317230403423309326171875
0.2125389159274834,0.00715283822999260052726736308458507965978514906079,-2.1455215969345999837969429790973663330078125
0.2124722507409852,0.00708617304349440052726736308458507965978514906079,-2.149588246454275264341049478389322757720947265625
0.2124075141964397,0.00702143649894890052726736308458507965978514906079,-2.153574027507654253810187583439983427524566650390625
0.212344615421698,0.00695853772420720052726736308458507965978514906079,-2.157482013985577484760369770810939371585845947265625
0.2122834693535135,0.00689739165602270052726736308458507965978514906079,-2.161315112677126393236903822980821132659912109375
0.212223996307915,0.00683791861042420052726736308458507965978514906079,-2.16507607277809288603975801379419863224029541015625
0.2121661214515973,0.00678004375410650052726736308458507965978514906079,-2.168767503462479595555123523809015750885009765625
0.2121097746314629,0.00672369693397210052726736308458507965978514906079,-2.17239187031731706412074345280416309833526611328125
0.212054889806222,0.00666881210873120052726736308458507965978514906079,-2.175951518492391212333814110024832189083099365234375
0.2120014048458856,0.00661532714839480052726736308458507965978514906079,-2.1794486737396017161927375127561390399932861328125
0.2119492612314436,0.00656318353395280052726736308458507965978514906079,-2.182885450890349243735499840113334357738494873046875
0.2118984037724043,0.00651232607491350052726736308458507965978514906079,-2.186263862266542457035711777280084788799285888671875
0.2118487803829135,0.00646270268542270052726736308458507965978514906079,-2.189585823196989355921004971605725586414337158203125
0.2118003418582871,0.00641426416079630052726736308458507965978514906079,-2.192853158343689212728122583939693868160247802734375
0.2117530415966829,0.00636696389919210052726736308458507965978514906079,-2.1960676125872513608783265226520597934722900390625
0.2117068357337149,0.00632075803622410052726736308458507965978514906079,-2.199230834501221476529053688864223659038543701171875
0.2116616825509973,0.00627560485350650052726736308458507965978514906079,-2.2023444097862334700721476110629737377166748046875
0.2116175424035587,0.00623146470606790052726736308458507965978514906079,-2.205409860403790833771608959068544209003448486328125
0.211574377846784,0.00618830014929320052726736308458507965978514906079,-2.20842863000491096414634739630855619907379150390625
0.2115321533317724,0.00614607563428160052726736308458507965978514906079,-2.211402099571175394743249853490851819515228271484375
0.2114908350172227,0.00610475731973190052726736308458507965978514906079,-2.21433159573156945754135449533350765705108642578125
0.2114503907614505,0.00606431306395970052726736308458507965978514906079,-2.217218386788820883026573937968350946903228759765625
0.2114107899981707,0.00602471230067990052726736308458507965978514906079,-2.220063687211253355968665346154011785984039306640625
0.2113720035992218,0.00598592590173100052726736308458507965978514906079,-2.22286866348455447450760402716696262359619140625
0.2113340038648106,0.00594792616731980052726736308458507965978514906079,-2.225634431092351039893628694699145853519439697265625
0.2112967643280512,0.00591068663056040052726736308458507965978514906079,-2.228362065219890109091238628025166690349578857421875
0.2112602597860371,0.00587418208854630052726736308458507965978514906079,-2.2310525952961608453506414662115275859832763671875
0.21122446617943,0.00583838848193920052726736308458507965978514906079,-2.233707010761281974708936104434542357921600341796875
0.2111893605011346,0.00580328280364380052726736308458507965978514906079,-2.236326265025801784958048301632516086101531982421875
0.211154920815664,0.00576884311817320052726736308458507965978514906079,-2.238911271379543155291003131424076855182647705078125
0.2111211262159618,0.00573504851847100052726736308458507965978514906079,-2.241462903618843593989140572375617921352386474609375
0.2110879563252323,0.00570187862774150052726736308458507965978514906079,-2.24398203147817820735099303419701755046844482421875
0.2110553922087081,0.00566931451121730052726736308458507965978514906079,-2.246469449395103623601244180463254451751708984375
0.2110234153642551,0.00563733766676430052726736308458507965978514906079,-2.248925950913282623133682136540301144123077392578125
0.210992008169107,0.00560593047161620052726736308458507965978514906079,-2.25135229294402972044508715043775737285614013671875
0.2109611536582367,0.00557507596074590052726736308458507965978514906079,-2.253749210951004666725339120603166520595550537109375
0.2109308356684362,0.00554475797094540052726736308458507965978514906079,-2.25611740608414645947732424247078597545623779296875
0.2109010386332817,0.00551496093579090052726736308458507965978514906079,-2.2584575594577955826025572605431079864501953125
0.2108717475776879,0.00548566988019710052726736308458507965978514906079,-2.260770331168703517477069908636622130870819091796875
0.2108429481396793,0.00545687044218850052726736308458507965978514906079,-2.26305635717719066946074235602281987667083740234375
0.2108146266794428,0.00542854898195200052726736308458507965978514906079,-2.265316239166967005047581551480107009410858154296875
0.2107867697840864,0.00540069208659560052726736308458507965978514906079,-2.26755058274555043595910319709219038486480712890625
0.2107593647603388,0.00537328706284800052726736308458507965978514906079,-2.269759957034022779254200941068120300769805908203125
0.2107323993470188,0.00534632164952800052726736308458507965978514906079,-2.27194491643377549650040236883796751499176025390625
0.210705861746731,0.00531978404924020052726736308458507965978514906079,-2.274105997052112027034809216274879872798919677734375
0.2106797405884993,0.00529366289100850052726736308458507965978514906079,-2.276243718727218645625498538720421493053436279296875
0.2106540249291329,0.00526794723164210052726736308458507965978514906079,-2.2783585839610953627243361552245914936065673828125
0.2106287042149382,0.00524262651744740052726736308458507965978514906079,-2.28045108014420616626694027218036353588104248046875
0.2106037682300529,0.00521769053256210052726736308458507965978514906079,-2.28252168299475588497671196819283068180084228515625
0.210579207344755,0.00519312964726420052726736308458507965978514906079,-2.284570835042417424887162269442342221736907958984375
0.2105550118753949,0.00516893417790410052726736308458507965978514906079,-2.28659899817764600271630115457810461521148681640625
0.2105311727916388,0.00514509509414800052726736308458507965978514906079,-2.28860659398569143974100370542146265506744384765625
0.2105076812806119,0.00512160358312110052726736308458507965978514906079,-2.29059403936341166030388194485567510128021240234375
0.2104845288184764,0.00509845112098560052726736308458507965978514906079,-2.292561739936426423724924461566843092441558837890625
0.2104617071849364,0.00507562948744560052726736308458507965978514906079,-2.29451008819885515777059481479227542877197265625
0.2104392084292761,0.00505313073178530052726736308458507965978514906079,-2.296439465791352052548290885169990360736846923828125
0.2104170248655979,0.00503094716810710052726736308458507965978514906079,-2.298350243342116794309504257398657500743865966796875
0.2103951490676124,0.00500907137012160052726736308458507965978514906079,-2.300242780362957706330462315236218273639678955078125
0.2103735738476795,0.00498749615018870052726736308458507965978514906079,-2.3021174265337567277356356498785316944122314453125
0.2103522922527076,0.00496621455521680052726736308458507965978514906079,-2.303974521564808863871576249948702752590179443359375
0.2103312975450522,0.00494521984756140052726736308458507965978514906079,-2.305814396390276410642172777443192899227142333984375
0.210310583221745,0.00492450552425420052726736308458507965978514906079,-2.307637371028102624137545717530883848667144775390625
0.2102901429431507,0.00490406524565990052726736308458507965978514906079,-2.3094437604224378191020150552503764629364013671875
0.21026997062374,0.00488389292624920052726736308458507965978514906079,-2.311233866031182859757109326892532408237457275390625
0.2102500603262227,0.00486398262873190052726736308458507965978514906079,-2.31300798477548408271786684053950011730194091796875
0.2102304063087104,0.00484432861121960052726736308458507965978514906079,-2.314766404505284480563886972959153354167938232421875
0.2102110030022542,0.00482492530476340052726736308458507965978514906079,-2.316509405632142915010263095609843730926513671875
0.2101918450090745,0.00480576731158370052726736308458507965978514906079,-2.318237260944028488296453360817395150661468505859375
0.2101729270864921,0.00478684938900130052726736308458507965978514906079,-2.31995023672416067483936785720288753509521484375
0.2101542441542275,0.00476816645673670052726736308458507965978514906079,-2.321648591778649350914065507822670042514801025390625
0.2101357912769021,0.00474971357941130052726736308458507965978514906079,-2.323332578718639407355794901377521455287933349609375
0.2101175636663982,0.00473148596890740052726736308458507965978514906079,-2.325002443459387446722530512488447129726409912109375
0.2100995566691027,0.00471347897161190052726736308458507965978514906079,-2.32665842610950956981241688481532037258148193359375
0.2100817657717132,0.00469568807422240052726736308458507965978514906079,-2.32830076017256004661248880438506603240966796875
0.2100641865808706,0.00467810888337980052726736308458507965978514906079,-2.329929674168442321757765967049635946750640869140625
0.2100468148348598,0.00466073713736900052726736308458507965978514906079,-2.331545390311214216438884250237606465816497802734375
0.2100296463868032,0.00464356868931240052726736308458507965978514906079,-2.33314812583066721884961225441657006740570068359375
0.2100126772090143,0.00462659951152350052726736308458507965978514906079,-2.334738092344293303170843500993214547634124755859375
0.2099959033768771,0.00460982567938630052726736308458507965978514906079,-2.336315497150919018309878083528019487857818603515625
0.209979320975015,0.00459324327752420052726736308458507965978514906079,-2.3378805519066272466943701147101819515228271484375
0.2099629266235055,0.00457684892601470052726736308458507965978514906079,-2.339433422657037464631457623909227550029754638671875
0.2099467163853656,0.00456063868787480052726736308458507965978514906079,-2.34097433295042467449320611194707453250885009765625
0.2099306868567136,0.00454460915922280052726736308458507965978514906079,-2.342503460580964702586470593814738094806671142578125
0.2099148346193078,0.00452875692181700052726736308458507965978514906079,-2.3440209891749876902622418128885328769683837890625
0.2098991563478068,0.00451307865031600052726736308458507965978514906079,-2.345527097877903255351839106879197061061859130859375
0.2098836487987037,0.00449757110121290052726736308458507965978514906079,-2.3470219622524854941048033651895821094512939453125
0.2098683088149874,0.00448223111749660052726736308458507965978514906079,-2.34850575367654190728217145078815519809722900390625
0.2098531333230113,0.00446705562552050052726736308458507965978514906079,-2.3499786394900610275726648978888988494873046875
0.2098381193249754,0.00445204162748460052726736308458507965978514906079,-2.35144078357759500619295067735947668552398681640625
0.2098232638994201,0.00443718620192930052726736308458507965978514906079,-2.35289234618232878659682683064602315425872802734375
0.2098085641985838,0.00442248650109300052726736308458507965978514906079,-2.35433348402813624744567277957685291767120361328125
0.2097940174514406,0.00440793975394980052726736308458507965978514906079,-2.3557643498881137844591648899950087070465087890625
0.2097796209418862,0.00439354324439540052726736308458507965978514906079,-2.3571850946047323560605946113355457782745361328125
0.2097653720417043,0.00437929434421350052726736308458507965978514906079,-2.35859586372049445657239630236290395259857177734375
0.2097512681028586,0.00436519040536780052726736308458507965978514906079,-2.35999680804155875790684149251319468021392822265625
0.2097373068091093,0.00435122911161850052726736308458507965978514906079,-2.361388048563867858575804348220117390155792236328125
0.2097234855417241,0.00433740784423330052726736308458507965978514906079,-2.36276973944398083204987415228970348834991455078125
0.2097098018916038,0.00432372419411300052726736308458507965978514906079,-2.3641420170302609449208830483257770538330078125
0.2096962536037355,0.00431017590624470052726736308458507965978514906079,-2.36550500511711714324292188393883407115936279296875
0.2096828383727927,0.00429676067530190052726736308458507965978514906079,-2.366858835352706247334708677954040467739105224609375
0.2096695539660542,0.00428347626856340052726736308458507965978514906079,-2.36820363484706408740976257831789553165435791015625
0.2096563982174133,0.00427032051992250052726736308458507965978514906079,-2.3695395266589240890198198030702769756317138671875
0.2096433689970933,0.00425729129960250052726736308458507965978514906079,-2.37086663277289577678175191977061331272125244140625
0.2096304642288595,0.00424438653136870052726736308458507965978514906079,-2.372185072273881534243855639942921698093414306640625
0.2096176818311328,0.00423160413364200052726736308458507965978514906079,-2.373494967299967672857974321232177317142486572265625
0.2096050199927676,0.00421894229527680052726736308458507965978514906079,-2.374796414654679832523243021569214761257171630859375
0.2095924766060702,0.00420639890857940052726736308458507965978514906079,-2.37608954392266991106907880748622119426727294921875
0.2095800498371549,0.00419397213966410052726736308458507965978514906079,-2.37737445885644849141726808738894760608673095703125
0.2095677378287636,0.00418166013127280052726736308458507965978514906079,-2.378651267814599901129213321837596595287322998046875
0.2095555387775537,0.00416946108006290052726736308458507965978514906079,-2.379920075740912910333690888364799320697784423828125
0.2095434509104214,0.00415737321293060052726736308458507965978514906079,-2.381180986549629619020151949371211230754852294921875
0.2095314724092961,0.00414539471180530052726736308458507965978514906079,-2.38243411095263990517878482933156192302703857421875
0.2095196018432063,0.00413352414571550052726736308458507965978514906079,-2.383679521125510181178697166615165770053863525390625
0.2095078372922917,0.00412175959480090052726736308458507965978514906079,-2.3849173424200120763316590455360710620880126953125
0.2094961772267032,0.00411009952921240052726736308458507965978514906079,-2.38614766122262533798448203015141189098358154296875
0.209484620147715,0.00409854245022420052726736308458507965978514906079,-2.38737056239445255556574920774437487125396728515625
0.2094731642994806,0.00408708660198980052726736308458507965978514906079,-2.38858615984949818056293224799446761608123779296875
0.2094618082222328,0.00407573052474200052726736308458507965978514906079,-2.389794537984150313292275313870050013065338134765625
0.2094505505542902,0.00406447285679940052726736308458507965978514906079,-2.390995772389341578190169457229785621166229248046875
0.209439389807563,0.00405331211007220052726736308458507965978514906079,-2.39218995375564258409895046497695147991180419921875
0.2094283244247194,0.00404224672722860052726736308458507965978514906079,-2.3933771819133138336610500118695199489593505859375
0.2094173531405964,0.00403127544310560052726736308458507965978514906079,-2.394557526993557505790022332803346216678619384765625
0.2094064745437121,0.00402039684622130052726736308458507965978514906079,-2.39573107636386151142460221308283507823944091796875
0.2093956872912688,0.00400960959377800052726736308458507965978514906079,-2.3968979115499049470372483483515679836273193359375
0.2093849900677858,0.00399891237029500052726736308458507965978514906079,-2.398058112624244841981635545380413532257080078125
0.2093743815916086,0.00398830389411780052726736308458507965978514906079,-2.399211757454128957078864914365112781524658203125
0.2093638605954127,0.00397778289792190052726736308458507965978514906079,-2.400358923777568431745521593256853520870208740234375
0.2093534258482997,0.00396734815080890052726736308458507965978514906079,-2.40149968676033953585147173725999891757965087890625
0.2093430761350327,0.00395699843754190052726736308458507965978514906079,-2.402634121219204832442528640967793762683868408203125
0.2093328102667585,0.00394673256926770052726736308458507965978514906079,-2.40376230041628868860925649642013013362884521484375
0.2093226270851543,0.00393654938766350052726736308458507965978514906079,-2.40488429556066751757725796778686344623565673828125
0.2093125254404248,0.00392644774293400052726736308458507965978514906079,-2.4060001781954678534702907199971377849578857421875
0.2093025042176921,0.00391642652020130052726736308458507965978514906079,-2.407110017256308243105422661756165325641632080078125
0.2092925623166221,0.00390648461913130052726736308458507965978514906079,-2.408213881283895130280825469526462256908416748046875
0.2092826986609089,0.00389662096341810052726736308458507965978514906079,-2.409311837343551587764522992074489593505859375
0.2092729121927931,0.00388683449530230052726736308458507965978514906079,-2.410403951601104655111385000054724514484405517578125
0.2092632018769419,0.00387712417945110052726736308458507965978514906079,-2.411490288859515107589004401233978569507598876953125
0.2092535666937878,0.00386748899629700052726736308458507965978514906079,-2.412570913272884975953047614893876016139984130859375
0.2092440056720005,0.00385792797450970052726736308458507965978514906079,-2.413645884666469232371355246868915855884552001953125
0.2092345177580567,0.00384844006056590052726736308458507965978514906079,-2.414715273186142763250927600893191993236541748046875
0.2092251020634916,0.00383902436600080052726736308458507965978514906079,-2.415779131439221405486250660032965242862701416015625
0.2092157576212203,0.00382967992372950052726736308458507965978514906079,-2.416837521897400531400990075781010091304779052734375
0.2092064835031439,0.00382040580565310052726736308458507965978514906079,-2.417890503633991716725404330645687878131866455078125
0.209197278802181,0.00381120110469020052726736308458507965978514906079,-2.418938134315497645587811348377726972103118896484375
0.209188142622976,0.00380206492548520052726736308458507965978514906079,-2.419980471231962582123742322437465190887451171875
0.2091790740900742,0.00379299639258340052726736308458507965978514906079,-2.421017570342784974712913026451133191585540771484375
0.2091700723410054,0.00378399464351460052726736308458507965978514906079,-2.422049487041306736756496320595033466815948486328125
0.2091611365324548,0.00377505883496400052726736308458507965978514906079,-2.42307627542523196240153993130661547183990478515625
0.2091522658329276,0.00376618813543680052726736308458507965978514906079,-2.424097989114560647294638329185545444488525390625
0.2091434594248842,0.00375738172739340052726736308458507965978514906079,-2.425114680986914184046554510132409632205963134765625
0.2091347165094048,0.00374863881191400052726736308458507965978514906079,-2.42612640261643353056797423050738871097564697265625
0.2091260362969987,0.00373995859950790052726736308458507965978514906079,-2.42713320531416787417811065097339451313018798828125
0.2091174180135203,0.00373134031602950052726736308458507965978514906079,-2.428135139425105393229387118481099605560302734375
0.2091088608997464,0.00372278320225560052726736308458507965978514906079,-2.429132254355225395414663580595515668392181396484375
0.2091003642073603,0.00371428650986950052726736308458507965978514906079,-2.430124599019466646865339498617686331272125244140625
0.2090919272344964,0.00370584953700560052726736308458507965978514906079,-2.431112217660061691759665336576290428638458251953125
0.2090835491646984,0.00369747146720760052726736308458507965978514906079,-2.43209516869877884204242945997975766658782958984375
0.2090752293841527,0.00368915168666190052726736308458507965978514906079,-2.433073487541995927330162885482423007488250732421875
0.2090669671595793,0.00368088946208850052726736308458507965978514906079,-2.434047224315303736830173875205218791961669921875
0.2090587618075629,0.00367268411007210052726736308458507965978514906079,-2.43501642399673556838024524040520191192626953125
0.2090506126546668,0.00366453495717600052726736308458507965978514906079,-2.435981131076564221160651868558488786220550537109375
0.2090425190363849,0.00365644133889410052726736308458507965978514906079,-2.436941389667315771561106885201297700405120849609375
0.2090344802995665,0.00364840260207570052726736308458507965978514906079,-2.43789724320209888475119441864080727100372314453125
0.2090264958045221,0.00364041810703130052726736308458507965978514906079,-2.438848734167237353176460601389408111572265625
0.2090185649202058,0.00363248722271500052726736308458507965978514906079,-2.439795904659432412842079429537989199161529541015625
0.2090106870255511,0.00362460932806030052726736308458507965978514906079,-2.440738796213242522981090587563812732696533203125
0.2090028615094848,0.00361678381199400052726736308458507965978514906079,-2.441677449785256470704553066752851009368896484375
0.2089950877742458,0.00360901007675500052726736308458507965978514906079,-2.442611905340608569048299614223651587963104248046875
0.2089873652718541,0.00360128757436330052726736308458507965978514906079,-2.44354219743669176523326314054429531097412109375
0.2089796932831148,0.00359361558562400052726736308458507965978514906079,-2.444468381865702699684561594040133059024810791015625
0.2089720713750784,0.00358599367758760052726736308458507965978514906079,-2.445390480471336669410220565623603761196136474609375
0.2089644989388688,0.00357842124137800052726736308458507965978514906079,-2.44630853687154026232519754557870328426361083984375
0.2089569754203476,0.00357089772285680052726736308458507965978514906079,-2.447222588629683226457700584433041512966156005859375
0.2089495002721244,0.00356342257463360052726736308458507965978514906079,-2.44813267303222659165840013884007930755615234375
0.208942072900051,0.00355599520256020052726736308458507965978514906079,-2.4490388336138142477693691034801304340362548828125
0.2089346929551496,0.00354861525765880052726736308458507965978514906079,-2.449941084488269193997211914393119513988494873046875
0.2089273597361798,0.00354128203868900052726736308458507965978514906079,-2.4508394833044331306837193551473319530487060546875
0.2089200727921126,0.00353399509462180052726736308458507965978514906079,-2.451734057653295995038433829904533922672271728515625
0.2089128316174333,0.00352675391994250052726736308458507965978514906079,-2.45262484227168631178983559948392212390899658203125
0.2089056357169271,0.00351955801943630052726736308458507965978514906079,-2.453511871116127895930958402459509670734405517578125
0.2088984846004931,0.00351240690300230052726736308458507965978514906079,-2.4543951779902659637855322216637432575225830078125
0.2088913777875821,0.00350530009009130052726736308458507965978514906079,-2.455274795987800739993645038339309394359588623046875
0.2088843147565584,0.00349823705906760052726736308458507965978514906079,-2.456150763766281830413618081365711987018585205078125
0.2088772951800308,0.00349121748254000052726736308458507965978514906079,-2.457023096323293742671012296341359615325927734375
0.208870318459454,0.00348424076196320052726736308458507965978514906079,-2.457891842763292533646790616330690681934356689453125
0.2088633841728753,0.00347730647538450052726736308458507965978514906079,-2.458757030713724756054716635844670236110687255859375
0.2088564919169797,0.00347041421948890052726736308458507965978514906079,-2.459618685871343135573852123343385756015777587890625
0.2088496412418644,0.00346356354437360052726736308458507965978514906079,-2.4604768401571686098350255633704364299774169921875
0.2088428316291031,0.00345675393161230052726736308458507965978514906079,-2.46133153452947084360857843421399593353271484375
0.2088360627260688,0.00344998502857800052726736308458507965978514906079,-2.462182789570224183961499875294975936412811279296875
0.2088293341547549,0.00344325645726410052726736308458507965978514906079,-2.463030629393273773786177116562612354755401611328125
0.2088226454233639,0.00343656772587310052726736308458507965978514906079,-2.463875092848143655288595255115069448947906494140625
0.2088159961527126,0.00342991845522180052726736308458507965978514906079,-2.464716204991683756730935783707536756992340087890625
0.2088093859358,0.00342330823830920052726736308458507965978514906079,-2.4655539947651643473136573447845876216888427734375
0.2088028143778303,0.00341673668033950052726736308458507965978514906079,-2.4663884899405044137665754533372819423675537109375
0.2087962810525644,0.00341020335507360052726736308458507965978514906079,-2.467219722663491321412720935768447816371917724609375
0.2087897856757481,0.00340370797825730052726736308458507965978514906079,-2.468047707362924114704583189450204372406005859375
0.2087833277668015,0.00339725006931070052726736308458507965978514906079,-2.468872483826319186306363917537964880466461181640625
0.2087769069839669,0.00339082928647610052726736308458507965978514906079,-2.4696940745120041782456610235385596752166748046875
0.2087705229580919,0.00338444526060110052726736308458507965978514906079,-2.47051250570947189544313005171716213226318359375
0.2087641753252585,0.00337809762776770052726736308458507965978514906079,-2.471327803377172838139586019678972661495208740234375
0.2087578637235568,0.00337178602606600052726736308458507965978514906079,-2.47213999355125313428516165004111826419830322265625
0.2087515878036313,0.00336551010614050052726736308458507965978514906079,-2.472949100981707726276681569288484752178192138671875
0.2087453472132549,0.00335926951576410052726736308458507965978514906079,-2.473755151111133532282337910146452486515045166015625
0.2087391416071084,0.00335306390961760052726736308458507965978514906079,-2.474558168811039404744178682449273765087127685546875
0.2087329706475161,0.00334689295002530052726736308458507965978514906079,-2.4753581782776574726767648826353251934051513671875
0.2087268339961749,0.00334075629868410052726736308458507965978514906079,-2.476155204097568063303924645879305899143218994140625
0.2087207313267657,0.00333465362927490052726736308458507965978514906079,-2.47694926960553107875284695182926952838897705078125
0.2087146623106531,0.00332858461316230052726736308458507965978514906079,-2.4777403987356176884304659324698150157928466796875
0.2087086266252278,0.00332254892773700052726736308458507965978514906079,-2.478528614933090512550961648230440914630889892578125
0.2087026239562142,0.00331654625872340052726736308458507965978514906079,-2.479313940844662056406377814710140228271484375
0.2086966539886173,0.00331057629112650052726736308458507965978514906079,-2.480096399495852921290861559100449085235595703125
0.2086907164139813,0.00330463871649050052726736308458507965978514906079,-2.4808760133375216128115425817668437957763671875
0.2086848109267118,0.00329873322922100052726736308458507965978514906079,-2.48165280472196325689537843572907149791717529296875
0.208678937227354,0.00329285952986320052726736308458507965978514906079,-2.482426795466798896683258135453797876834869384765625
0.2086730950185762,0.00328701732108540052726736308458507965978514906079,-2.483198007378068172812390912440605461597442626953125
0.2086672840190331,0.00328120632154230052726736308458507965978514906079,-2.483966460412455834472211790853179991245269775390625
0.2086615038645383,0.00327542616704750052726736308458507965978514906079,-2.484732185761960199243958413717336952686309814453125
0.2086557544832794,0.00326967678578860052726736308458507965978514906079,-2.485495176112249904321060967049561440944671630859375
0.2086500352914529,0.00326395759396210052726736308458507965978514906079,-2.48625549232868348070724096032790839672088623046875
0.2086443462209847,0.00325826852349390052726736308458507965978514906079,-2.487013127066765694195282776490785181522369384765625
0.2086386869392368,0.00325260924174600052726736308458507965978514906079,-2.487768108358762386700391289195977151393890380859375
0.2086330571768175,0.00324697947932670052726736308458507965978514906079,-2.488520456074750253350202910951338708400726318359375
0.2086274566676797,0.00324137897018890052726736308458507965978514906079,-2.4892701898748708089215142535977065563201904296875
0.2086218851456269,0.00323580744813610052726736308458507965978514906079,-2.490017329674109713977259161765687167644500732421875
