Eigenstate,Energy,Diagonal Energy,Residual Energy
50,1000.92206302217904161256164531631367,1000.92238683735261726772529674372990,-0.00032381517357565516365142741623
51,1041.32606000296680609601483032633587,1041.32637340729898653651066319998071,-0.00031340433218044049583287364484
52,1082.52997905091334926256426068573184,1082.53028256443569891327643712636656,-0.00030351352234965071217644063472
53,1124.53382315024610523507693772369435,1124.53411725802673457604546367054229,-0.00029410778062934096852594684794
54,1167.33759511686300699400453610744881,1167.33788027194191663856739171183504,-0.00028515507890964456285560438623
55,1210.94129761076671230979179256868576,1210.94157423679725934533532956400984,-0.00027662603054703554353699532408
56,1255.34493314737095161087481169280614,1255.34520164100145011051365740725509,-0.00026849363049849963884571444895
57,1300.54850410779962971587910504671270,1300.54876484082464770774899131408246,-0.00026073302501799186988626736976
58,1346.55201274828451617234157243391699,1346.55226606959162844675967169588956,-0.00025332130711227441809926197257
59,1393.35546120875460499701032591295641,1393.35570744608910263284004085506355,-0.00024623733449763582971494210714
60,1440.95885152069920010507786859093744,1440.95909098226645710737722216823696,-0.00023946156725700229935357729952
61,1489.36218561437721848820209210067784,1489.36241859030000338049379162558284,-0.00023297592278489229169952490500
62,1538.56546532543690219605901917364365,1538.56569208908283847589758209778101,-0.00022676364593627983856292413736
63,1588.56869240100288828715328841691767,1588.56891321019546346682133112406597,-0.00022080919257517966804270714830
64,1639.37186850528127343469252168123935,1639.37208360340623048775825799736617,-0.00021509812495705306573631612682
65,1690.97499522472777503336072349290648,1690.97520484174535774846262282024818,-0.00020961701758271510189932734170
66,1743.37807407281924331377361584094925,1743.37827842619157971590514419262218,-0.00020435337233640213152835167293
67,1796.58110649446451668007434635704530,1796.58130579000638710842655434693056,-0.00019929554187042835220798988526
68,1850.58409387008685632532078659406729,1850.58428830274718446002723182080930,-0.00019443266032813470644522674201
69,1905.38703751940688350858984783461238,1905.38722727398749168299259576497816,-0.00018975458060817440274793036578
70,1960.98993870495201460946142287866482,1960.99012395676948467544060351113374,-0.00018525181747006597918063246892
71,2017.39279863531579037181392091527383,2017.39297955081165423008405686450602,-0.00018091549586385827013594923219
72,2074.59561846818819750648463467992292,2074.59579520549213762639781315148793,-0.00017673730394011991317847156501
73,2132.59839931317602781594500759179044,2132.59857202262628682800084369565818,-0.00017270945025901205583610386774
74,2191.40114223443050115558889074082150,2191.40131105905527400819417364108445,-0.00016882462477285260528290026295
75,2251.00384825309774744512918143860354,2251.00401332906095180583879687140860,-0.00016507596320436070961543280506
76,2311.40651834960629338684356413085934,2311.40667980662077869500708244953676,-0.00016145701448530816351831867742
77,2372.60915346580439714899219268331744,2372.60931142751535408926203830075868,-0.00015796171095694026984561744124
78,2434.61175450695890847455035352749870,2434.61190909129997471235762001233192,-0.00015458434106623780726648483322
79,2497.41432234362628485540714812935401,2497.41447366315060547108203893870108,-0.00015131952432061567489080934707
80,2561.01685781340545628653710697422881,2561.01700597559374526501015936678031,-0.00014816218828897847305239255150
81,2625.41936172258138177317510221788737,2625.41950683012884083589918718133906,-0.00014510754745906272408496345169
82,2690.62183484766737931347172740258213,2690.62197699875116025396450285040399,-0.00014215108378094049277544782186
83,2756.62427793685362234531675975094275,2756.62441722538236622444501438059539,-0.00013928852874387912825462965264
84,2823.42669171136857135430231756119485,2823.42682822721542056588802912439906,-0.00013651584684921158571156320421
85,2891.02907686675955006362376003107826,2891.02921069597990567667348810283317,-0.00013382922035561304972807175491
86,2959.43143407409815976132723318007265,2959.43156529913334529062811870124914,-0.00013122503518552930088552117649
87,3028.63376398111576784951285235214543,3028.63389268098365998818462472575644,-0.00012869986789213867177237361101
88,3098.63606721327388332236703392108840,3098.63619346374747953173300958091069,-0.00012625047359620936597565982229
89,3169.43834437477384837773599475428741,3169.43846824854865913913836677790990,-0.00012387377481076140237202362249
90,3241.04059604950993215022322626096515,3241.04071761636101137069365382789202,-0.00012156685107922047042756692687
91,3313.44282280196959110174310815129687,3313.44294212889895078628794098317340,-0.00011932692935968454483283187653
92,3386.64502517808437230792379555097898,3386.64514232945946655364361390659905,-0.00011715137509424571981835562007
93,3460.64720370603467362369686239293266,3460.64731874371858142409351741412573,-0.00011503768390780039665502119307
94,3535.44935889701133178267316623364316,3535.44947188048521768134624590819690,-0.00011298347388589867307967455374
95,3611.05149124593678833087538290999027,3611.05160223241517395668807844171265,-0.00011098647838562581269553172238
96,3687.45360123214838147328136082000189,3687.45371027668771922423533936895526,-0.00010904453933775095397854895337
97,3764.65568932004612756952267473358947,3764.65579647564712933890731523465176,-0.00010715560100176938464050106229
98,3842.65775595970718314078834492932544,3842.65786127741132232999470718010856,-0.00010531770413918920636225078312
99,3921.45980158746902477779428496636929,3921.45990511644959775154203603311770,-0.00010352898057297374775106674841
100,4001.06182662648323799926327737044923,4001.06192841413134216773290747120333,-0.00010178764810416846963010075410
101,4081.46383148724167680620558439218374,4081.46393157924743572091276068830656,-0.00010009200575891470717629612282
102,4162.66581656807663010256938448548197,4162.66591500850597153304560634650593,-0.00009844042934143047622186102396
103,4244.66778225563652323921734566691876,4244.66787908700379383867532977157448,-0.00009683136727059945798410465572
104,4327.46972892533857567347507813458939,4327.46982418867525507354148581524218,-0.00009526333667940006640768065279
105,4411.07165694179974266274062626753633,4411.07175067671950113111184579384102,-0.00009373491975846837121952630469
106,4495.47356665924717814640017239455377,4495.47365890400750441784853319474322,-0.00009224476032627144836080018945
107,4580.67545842190937788833987697997141,4580.67554921346998780936462206468536,-0.00009079156060992102474508471395
108,4666.67733256438908271278938064717361,4666.67742193846730465052586692191226,-0.00008937407822193773648627473865
109,4753.47918941201895307269826119938247,4753.47927740314227235415628459987634,-0.00008799112331928145802340049387
110,4841.08102928120096376972182365207641,4841.08111592275689600160045032318294,-0.00008664155593223187862667110653
111,4929.48285247973040178369395150412137,4929.48293780401385326327334589836135,-0.00008532428345147957939439423998
112,5018.68465930710530073583134655938998,5018.68474334536356350109764016225374,-0.00008403825826276526629360286376
113,5108.68645005482208997411943862157834,5108.68653283729760920031251405073684,-0.00008278247551922619307542915850
114,5199.48822500665818751157383051441224,5199.48830656262922977951774548443651,-0.00008155597104226794391497002427
115,5291.08998443894222559956863873788883,5291.09006479676156813304454558451639,-0.00008035781934253347590684662756
116,5383.49172862081254938677486730558542,5383.49180780794430251873480113925279,-0.00007918713175313195993383366737
117,5476.69345781446459740124517921119594,5476.69353585751926529209160832797526,-0.00007804305466789084642911677932
118,5570.69517227538773156207582715806077,5570.69524920015560939896535759108999,-0.00007692476787783688953043302922
119,5665.49687225259205071336031625011047,5665.49694808407505045996277646527630,-0.00007583148299974660246021516583
120,5761.09855798882569583091425410508866,5761.09863275126768671061125618155651,-0.00007476244199087969700207646785
121,5857.50022972078311678500672084991050,5857.50030343769886133339664729589775,-0.00007371691574454838992644598725
122,5954.70188767930475162920067763883215,5954.70196037350751312204355978823837,-0.00007269420276149284288214940622
123,6052.70353208956853719247291068253280,6052.70360378319642959106731200429415,-0.00007169362789239859440132176135
124,6151.50516317127365207197539849421056,6151.50523388581479929951448498874517,-0.00007071454114722753908649453461
125,6251.10678113881686355753681929604231,6251.10685089513343083374307171295294,-0.00006975631656727620625241691063
126,6351.50838620146183482170542347636660,6351.50845501981299105325494689071550,-0.00006881835115623154952341434890
127,6452.70997856350172813124805473131701,6452.71004646356559481979143037319777,-0.00006790006386668854337564188076
128,6554.71155842441541724883021613115000,6554.71162542531005607924268125634814,-0.00006700089463883041246512519814
129,6657.51312597901761012036401915322174,6657.51319209932109836477316090112947,-0.00006612030348824440914174790773
130,6761.11468141760316456164353470450857,6761.11474667537280455142681380692824,-0.00006525776963998978327910241967
131,6865.51622492608586425376900409049398,6865.51628933887657049402679089510196,-0.00006441279070624025778680460798
132,6970.71775668613190737966051888951406,6970.71782027101381233934627595008606,-0.00006358488190495968575706057200
133,7076.71927687528834845237806072276061,7076.71933964886366585998903760618732,-0.00006277357531740761097688342671
134,7183.52078566710672261000551684699198,7183.52084764552590471388039090902473,-0.00006197841918210387487406203275
135,7291.12228323126206354351414440490639,7291.12234443023928683154650408112709,-0.00006119897722328803235967622070
136,7399.52376973366752253649058266432025,7399.52383016849553455725438038393202,-0.00006043482801202076379771961177
137,7508.72524533658478278767062020316021,7508.72530502214914075968882345377563,-0.00005968556435797201820325061542
138,7618.72671019873044957522968159203394,7618.72676914952317989625195326152460,-0.00005895079273032102227166949066
139,7729.52816447537859471587518610519867,7729.52822270551130086940747640323012,-0.00005823013270615353229029803145
140,7841.12960831845961832581764431162793,7841.12966584167606313623780975892331,-0.00005752321644481042016544729538
141,7953.53104187665558633320761070373061,7953.53109870634377324105542967199407,-0.00005682968818690784781896826346
142,8066.73246529549219411835821644054815,8066.73252144469597071586692560589567,-0.00005614920377659750870916534752
143,8180.73387871742749800790398102860119,8180.73393419885770388964006375235762,-0.00005548143020588173608272375643
144,8295.53528228193754916940945412470145,8295.53533710798272899511295459079363,-0.00005482604517982570350046609218
145,8411.13667612559906026518229115523404,8411.13673030833576184936297180071450,-0.00005418273670158418068064548046
146,8527.53806038216922735529424027424204,8527.53811393337190351692073730703561,-0.00005355120267616162649703279357
147,8644.73943518266282133684767568882216,8644.73948811381335331797687432930512,-0.00005293115053198112919864048296
148,8762.74080065542666424849198867473379,8762.74085297772352361706091202705951,-0.00005232229685936856892335232572
149,8881.54215692621159224111962867853880,8881.54220865057865723837042353195856,-0.00005172436706499725079485341976
150,9001.14350411824200885559481675637548,9001.14355525533705049959184259969499,-0.00005113709504164399702584331951
151,9121.54484235228312452174361264607173,9121.54489291250597680981679120582536,-0.00005056022285228807317855975363
152,9242.74617174670597257774994714874102,9242.74622174020640059180462209068856,-0.00004999350042801405467494194754
153,9364.74749241755029075962511393390690,9364.74754185423556967959435767678009,-0.00004943668527891996924374287319
154,9487.54880447858535205996653512691721,9487.54885336812756951472663903665387,-0.00004888954221745476010390973666
155,9611.15010804136882319197158073318848,9611.15015639321191674256732940984206,-0.00004835184309355059574867665358
156,9735.55140321530372852504226492311446,9735.55145103867026945261385619351728,-0.00004782336654092757159127040282
157,9860.75269010769359053855675905037059,9860.75273741159132469087000471774193,-0.00004730389773415231324566737134
158,9986.75396882379581861188083903772761,9986.75401561702397440879071797667985,-0.00004679322815579690987893895224
159,10113.5552394668734098234247334460907,10113.5552857580287831458661238652524,-0.0000462911553733224413904191617
160,10241.1565021382450280962548658974303,10241.1565479357278532461879354867245,-0.0000457974828251499330695892942
161,10369.5577569373335201863513908534192,10369.5578022493531357207143177616750,-0.0000453120196155343629269082558
162,10498.7590039617129279745826813897559,10498.7590487962932457609757150030687,-0.0000448345803177863930336133128
163,10628.7602433071540519156661210556186,10628.7602876721388374398321269505915,-0.0000443649847855241660058949729
164,10759.5614750676686202806798663650617,10759.5615189707265917772817601837069,-0.0000439030579714966018938186452
165,10891.1626993355521127933130534191381,10891.1627427841818664487467323663836,-0.0000434486297536554336789472455
166,11023.5639162014252891754132266547125,11023.5639592029600573801195899319498,-0.0000430015347682047063632772373
167,11156.7651257542744698341201021949758,11156.7651683158867190765540743661524,-0.0000425616122492424339721711766
168,11290.7663280814906113794689225206993,11290.7663702101964860618515650748917,-0.0000421287058746823826425541924
169,11425.5675232689072220345240665439758,11425.5675649715708403085685508392331,-0.0000417026636182740444842952573
170,11561.1687114008371566811281014653499,11561.1687526841747639960067929674798,-0.0000412833376073148786915021299
171,11697.5698925601083317356971172178902,11697.5699334306923176484689644016138,-0.0000408705839859127718471837236
172,11834.7710668280983977216898015914270,11834.7711072923611812028886250193008,-0.0000404642627834811988234278738
173,11972.7722342847684049410509646598130,11972.7722743490061932304747496434092,-0.0000400642377882894237849835962
174,12111.5733950086954980881130729970795,12111.5734346790719238946215858447731,-0.0000396703764258065085128476936
175,12251.1745490771046737908585783041468,12251.1745883596543154392818157552673,-0.0000392825496416484232374511205
176,12391.5756965658996307858655426186336,12391.5757354665314197106742692235703,-0.0000389006317889248087266049367
177,12532.7768375496927459874436881320056,12532.7768760741932657913030413832151,-0.0000385245005198038593532512095
178,12674.7779721018342056053267115061290,12674.7780102558708867127434211047391,-0.0000381540366811074167095986101
179,12817.5791002944403177558362829848455,12817.5791380835645315315708325007460,-0.0000377891242137757345495159005
180,12961.1802221984210375128862014601956,12961.1802596280710935229409988243081,-0.0000374296500560100547973641125
181,13105.5813378835067270473824372857435,13105.5813749590107770212866449053936,-0.0000370755040499739042076196501
182,13250.7824474182741785503739635613710,13250.7824841448530304441439023022368,-0.0000367265788518937699387408658
183,13396.7835508701719229891976973136602,13396.7835872529417683861842938860712,-0.0000363827698453969865965724110
184,13543.5846483055448489381230969286102,13543.5846843495199069221651365856986,-0.0000360439750579840420396570884
185,13691.1857397896581532915888732557926,13691.1857754997532337542372770023125,-0.0000357100950804626484037465199
186,13839.5868253867206448286207080017506,13839.5868607677536341238279534575497,-0.0000353810329892952072454557991
187,13988.7879051599074244288961630445361,13988.7879402166016960903957823405899,-0.0000350566942716614996192960538
188,14138.7889791713819573767404269815111,14138.7890139083687105543119734246235,-0.0000347369867531775715464431124
189,14289.5900474823175614841093686235512,14289.5900819041380896261647720184382,-0.0000344218205281420554033948870
190,14441.1911101529183266836033177796299,14441.1911442640262188985465129103404,-0.0000341111078922149431951307105
191,14593.5921672424394853140288221091226,14593.5922010472027627524882767986098,-0.0000338047632774384594546894872
192,14746.7932188092072494806759594955739,14746.7932523119104389698226553130859,-0.0000335027031894891466958175120
193,14900.7942649106381337941233207196997,14900.7942981154842808896132138878652,-0.0000332048461470954898931681655
194,15055.5953056032577768283166091301209,15055.5953385143704003402413937129387,-0.0000329111126235119247845828178
195,15211.1963409427192792302425998424304,15211.1963735641442692276788814511132,-0.0000326214249899974362816086828
196,15367.5973709838210721730605775659650,15367.5974033195285333691467485217212,-0.0000323357074611960861709557562
197,15524.7983957805243305279740710341393,15524.7984278344103728765837829001979,-0.0000320538860423486097118660586
198,15682.7994153859699449167836235716366,15682.7994471618584232155411560956676,-0.0000317758884782987575325240310
199,15841.6004298524950654789354450911971,15841.6004613541392696346783256738020,-0.0000315016442041557428805826049
200,16001.2014392316492312932266340974854,16001.2014704627335289126720357002508,-0.0000312310842976194454016027654
201,16161.6024435742100964305452400260561,16161.6024745383515293296605126032907,-0.0000309641414328991152725772346
202,16322.8034429301987660137557957740555,16322.8034736309486020948135976835242,-0.0000307007498360810578019094687
203,16484.8044373488947529394121631803296,16484.8044677897399949583456334824124,-0.0000304408452420189334703020828
204,16647.6054268788505668761583804895056,16647.6054570632154194515090423688465,-0.0000301843648525753506618793409
205,16811.2064115679059455051293464859924,16811.2064414991532417676642934081061,-0.0000299312472962625349469221137
206,16975.6073914632017410210474086127352,16975.6074211446343301584064381672944,-0.0000296814325891373590295545592
207,17140.8083666111934677646400574672521,17140.8083960460555647453224649237426,-0.0000294348620969806824074564905
208,17306.8093370576645252077827142733738,17306.8093662491430238729966139385575,-0.0000291914784986652138996651837
209,17473.6103028477391020341936990035740,17473.6103317989648527250326229748890,-0.0000289512257506908389239713150
210,17641.2112640258947728112798500808850,17641.2112927399438256466308414201849,-0.0000287140490528353509913392999
211,17809.6122206359747946120886849694032,17809.6122491158696095047367047737578,-0.0000284798948148926480198043546
212,17978.8131727212001138144886994657479,17978.8132009699107382776615458508930,-0.0000282487106244631728463851451
213,18148.8141203241810874554649382647775,18148.8141483446263031655024695881732,-0.0000280204452157100375313233957
214,18319.6150634869289341162131596554420,18319.6150912819773732410048355465197,-0.0000277950484391247916758910777
215,18491.2160022508669135442564028834109,18491.2160298233381457468409466776247,-0.0000275724712322025845437942138
216,18663.6169366568412489670340132009206,18663.6169640095068399861168067290640,-0.0000273526655910190827935281434
217,18836.8178667451317960559979597441503,18836.8178938807163387398231125990994,-0.0000271355845426838251528549491
218,19010.8187925554624675136587592066043,19010.8188194766445861514944959842892,-0.0000269211821186378357367776849
219,19185.6197141270114165565091163584406,19185.6197408364247452975720594834720,-0.0000267094133287410629431250314
220,19361.2206314984209918019454888477657,19361.2206579986551279598388272384613,-0.0000265002341361578933383906956
221,19537.6215447078074614614693479178425,19537.6215710014088944542647466691550,-0.0000262936014329927953987513125
222,19714.8224537927705240375256089618454,19714.8224798822435406815681488418740,-0.0000260894730166440425398800286
223,19892.8233587904025990848013566208206,19892.8233846782101659625035771438524,-0.0000258878075668777022205230318
224,20071.6242597372979130952747785926251,20071.6242854258625366775195283603745,-0.0000256885646235822447497677494
225,20251.2251566695613830635483752113144,20251.2251821612659482140600301706336,-0.0000254917045651505116549593192
226,20431.6260496228173012703990484821910,20431.6260749200058887976156607995729,-0.0000252971885875272166123173819
227,20612.8269386322178299273828514838597,20612.8269637371965137891774645951121,-0.0000251049786838617946131112524
228,20794.8278237324513074926851430501707,20794.8278486474889322371465663993947,-0.0000249150376247444614233492240
229,20977.6287049577503738103508883771058,20977.6287296850793128359106961885953,-0.0000247273289390255598078114895
230,21161.2295823418999187591227217773867,21161.2296068837168139400249114396610,-0.0000245418168951809021896622743
231,21345.6304559182448562001406169412788,21345.6304802767113394220493200926794,-0.0000243584664832219087031514006
232,21530.8313257196977336324069679787197,21530.8313498969411307447500607468741,-0.0000241772433971123430927681544
233,21716.8321917787461725415046469858863,21716.8322157768601902411156920580964,-0.0000239981140176996110450722101
234,21903.6330541274601555876167029919865,21903.6330779485055516946642171554186,-0.0000238210453961070475141634321
235,22091.2339127974991538039305254970429,22091.2339364435043914254400921761528,-0.0000236460052376215095666791099
236,22279.6347678201191035041772466846984,22279.6347912930809895371863544097203,-0.0000234729618860330091077250219
237,22468.8356192261792365194154407559303,22468.8356425280635449017974757878082,-0.0000233018843083823820350318779
238,22658.8364670461487654950523592556918,22658.8364901788908456691057445892740,-0.0000231327420801740533853335822
239,22849.6373113101134296836640051807225,22849.6373342756188006661595839658532,-0.0000229655053709824955787851307
240,23041.2381520477819033870119069446473,23041.2381748479268338316571707308316,-0.0000228001449304446452637861843
241,23233.6389892884920713285858441346666,23233.6390119251241459768620812955885,-0.0000226366320746482762371609219
242,23426.8398230612171738126027423286050,23426.8398455361558467338854493436789,-0.0000224749386729212827070150739
243,23620.8406533945718257002141559703389,23620.8406757096089606250508015534529,-0.0000223150371349248366455831140
244,23815.6414803168179108911380720105959,23815.6415024737183090413943742379242,-0.0000221569003981502563022273283
245,24011.2423038558703566838045171241990,24011.2423258563722724216276377865048,-0.0000220005019157378231206623058
246,24207.6431240393027905325611025706776,24207.6431458851184351348359529247131,-0.0000218458156446022748503540355
247,24404.8439408943530805837026143474422,24404.8439625871691144973556010867914,-0.0000216928160339136529867393492
248,24602.8447544479287675708567842392354,24602.8447759894067814336509609494169,-0.0000215414780138627941767101815
249,24801.6455647266123830382199177497163,24801.6455861183893677746439830944032,-0.0000213917769847364240653446869
250,25001.2463717566666642757408304248388,25001.2463930003554705642022194383754,-0.0000212436888062884613890135366
251,25201.6471755640396638656578483766079,25201.6471966612294512281220439871410,-0.0000210971897873624641956105331
252,25402.8479761743697566382817170038379,25402.8479971266264324664915495044618,-0.0000209522566758282098325006239
253,25604.8487736129905491086201453957451,25604.8487944218571978759809681275019,-0.0000208088666487673608227317568
254,25807.6495679049356910500936285342642,25807.6495885719329939444500553551356,-0.0000206669973028943564268208714
255,26011.2503590749435930847649193564259,26011.2503796015702383515886037201205,-0.0000205266266452668236843636946
256,26215.6511471474620503748411585043405,26215.6511675351951345755900861451685,-0.0000203877330842007489276408280
257,26420.8519321466527788061859278202285,26420.8519523969481992428485193099550,-0.0000202502954204366625914897265
258,26626.8527140963958601078923691380186,26626.8527342106886986445729412917824,-0.0000201142928385366805721537638
259,26833.6534930202941027107603971151292,26833.6535129999990012149201543807182,-0.0000199797048985041597572655890
260,27041.2542689416773187303748492770719,27041.2542887881888463282562936429458,-0.0000198465115275978814443658739
261,27249.6550418836065173878343594469987,27249.6550615982995297731577818060217,-0.0000197146930123853234223590230
262,27458.8558118688780195928551010798637,27458.8558314531080105520889579244681,-0.0000195842299909592338568446044
263,27668.8565789200274925391289939226436,27668.8565983751309379339246981045698,-0.0000194551034453947957041819262
264,27879.6573430593339097620862525930759,27879.6573623866286041234764368942205,-0.0000193272946943613901843011446
265,28091.2581043088234351835871841573582,28091.2581235096088211175793470429132,-0.0000192007853859339921628855550
266,28303.6588626902732333105726041301739,28303.6588817658307238934040410742582,-0.0000190755574905828314369440843
267,28516.8596182252152088002019634021551,28516.8596371768085031474878398345452,-0.0000189515932943472858764323901
268,28730.8603709349396754244749944855442,28730.8603897638150675854856080173342,-0.0000188288753921610106135317900
269,28945.6611208404989587035330749177038,28945.6611395478856400539668835488059,-0.0000187073866813504338086311021
270,29161.2618679627109279310612752843093,29161.2618865498212832229325739491699,-0.0000185871103552918712986648606
271,29377.6626123221624668750243021900634,29377.6626307901923641169257945869333,-0.0000184680298972419014923968699
272,29594.8633539392128771325768192990753,29594.8633722893419514153573190728178,-0.0000183501290742827804997737425
273,29812.8640928339972215815392793602024,29812.8641110673891530318674138414154,-0.0000182333919314503281344812130
274,30031.6648290264296051367328848571226,30031.6648471442323911118395723309071,-0.0000181178027859751066874737845
275,30251.2655625362063966860295465346473,30251.2655805395526183817823150717453,-0.0000180033462216957527685370980
276,30471.6662933828093904837449319366879,30471.6663112728164740625262528156982,-0.0000178900070835787813208790103
277,30692.8670215855089144846647184301102,30692.8670393632793868560581847534916,-0.0000177777704723713934663233814
278,30914.8677471633668773726275633903983,30914.8677648299886167809493386253890,-0.0000176666217394083217752349907
279,31137.6684701352397657861089190725050,31137.6684876917862472999156910838600,-0.0000175565464815138067720113550
280,31361.2691905197815838336512839840080,31361.2692079673121198720780356864634,-0.0000174475305360384267517024554
281,31585.6699083354467427879436132983947,31585.6699256750067187973541311408119,-0.0000173395599760094105178424172
282,31810.8706236004928984547977454735799,31810.8706408331140038497090057856213,-0.0000172326211053949112603120414
283,32036.8713363329837394294478197650231,32036.8713534596841939177584634713489,-0.0000171267004544883106437063258
284,32263.6720465507917233966873687825149,32263.6720635725764987918413062505817,-0.0000170217847753951539374680668
285,32491.2727542716007682820840476611994,32491.2727711894618058921609247790061,-0.0000169178610376100768771178067
286,32719.6734595129088942789970746710832,32719.6734763278253180042800901159617,-0.0000168149164237252830154448785
287,32948.8741622920308218106676492783098,32948.8741790049691470285167949567303,-0.0000167129383252178491456784205
288,33178.8748626261005218291379443454818,33178.8748792380148601671355385593388,-0.0000166119143383379975942138570
289,33409.6755605320737230990422911269014,33409.6755770439059831982713428242103,-0.0000165118322600992290516973089
290,33641.2762560267303771987770867852811,33641.2762724394104615518076206742688,-0.0000164126800843530305338889877
291,33873.6769491266770790799692475565523,33873.6769654411230770415445332930295,-0.0000163144459979615752857364772
292,34106.8776398483494460701288390381165,34106.8776560654678231145423208104840,-0.0000162171183770444134817723675
293,34340.8783282080144592242400859622327,34340.8783443287002425513557727478125,-0.0000161206857833271156867855798
294,34575.6790142217727620621841331759948,34575.6790302469097226106119901887891,-0.0000160251369605484278570127943
295,34811.2796979055609187791183248288788,34811.2797138360217497635948031200639,-0.0000159304608309844764782911851
296,35047.6803792751536395143505831148533,35047.6803951118001315286576149888273,-0.0000158366464920143070318739740
297,35284.8810583461659626104131410598513,35284.8810740898491753923689784132677,-0.0000157436832127819558373534164
